task_id,num_calls,call_bucket,dependency_depth,motif_type,output_type,answer_type,num_references,fan_in,fan_out,reference_reuse,difficulty_score,tool_sequence
6ad80b87-8aa4-4102-818c-32966d393ddb,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,is_power_of_three->ode_model
ceb27547-113b-4706-bae5-ebada5a28c4a,6,5-8,3,long_chain,scalar,scalar,5,1,0,0,0.5633,multiply->add->multiply->add->add->add
a90adb78-71aa-4125-b7c4-6151ed659a80,11,9+,6,long_chain,scalar,scalar,10,1,0,0,0.7773,subtract->subtract->divide->subtract->multiply->add->divide->subtract->multiply->add->multiply
e4f6281b-a0ef-4f2a-b968-3a96d5d63ded,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,shift_elements->unique_and_sorted
d4827e1b-5bab-41b6-a8e1-6e8980f36860,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,exp_v2->get_build_stage
1ab63375-0be1-47c1-bc2f-64b9b6271391,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,add->add
4b4a01b0-3d7a-4eb6-9f84-74d3c5e1a9af,7,5-8,7,long_chain,scalar,scalar,6,0,0,0,0.5993,add->add->add->add->subtract->multiply->divide
fae89b03-abc5-4555-b58d-ac00771a8353,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,remove_first_last_and_middle->count_consecutive_pairs
d68e52a8-07cf-4054-baa2-857fe00e9e25,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,divide->divide->multiply->multiply
0ba3858e-3c4a-4c19-8796-c2e1c2c9459e,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,add->add->add->multiply
aea2a038-4419-4271-ab86-99b06272b673,10,9+,7,long_chain,scalar,scalar,9,1,0,0,0.75,multiply->divide->add->multiply->divide->add->multiply->divide->add->subtract
4c116081-4fb1-4dc7-8b77-9ee402115d6a,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,random_ints->sequence_handling
55927c49-9d82-41ca-8402-4272bac69678,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,divide->subtract->subtract->multiply->add
524b4aba-e540-42ce-aa1d-894d676534a1,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,largest_element_in_heap->convert_decibel_to_linear
76d3080a-b9cc-4c5b-a532-0090423946be,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->power->multiply
6be90b58-deac-47bf-8d35-2b0176618f91,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,integer_list_to_string->normalize_string
f8223fdb-8c77-44dc-8e32-f039e0870600,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,add->divide->divide->add->subtract->divide
9ee13b1f-14b3-4e54-b629-7a77a03e4262,9,9+,6,long_chain,scalar,scalar,8,1,0,0,0.6922,multiply->divide->subtract->multiply->divide->subtract->multiply->divide->subtract
01cb6e48-053d-4af1-a500-bb21f6ee84bb,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,divide->divide->divide->subtract->subtract->divide
cd5cc028-b7d6-4be0-8928-32ee8bd55805,3,3,2,independent_calls,string,string,1,0,0,0,0.2233,make_sentence->babylonian_sqrt->type_and_value
39e1f5be-576f-403d-8f7b-ef01175e7ca8,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,add->add->divide->add
4507647c-c0bf-458b-a1b2-414e39181c38,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,subtract->subtract->subtract->divide->multiply->add
c641d5f3-909f-4a6b-b03b-8227ce77eeb0,8,5-8,5,long_chain,scalar,scalar,7,1,0,0,0.7338,subtract->divide->divide->subtract->divide->divide->multiply->subtract
ca17f7e7-b469-4d95-8a42-127f349da517,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,add->subtract->divide->divide
9bc76daa-ad6e-4000-aeb7-40609d4ce832,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,reverse_words_in_a_string->retain_char
da46227c-4bf7-4f1c-b22c-2d92cfb5d8ca,6,5-8,5,long_chain,scalar,scalar,5,1,0,0,0.5633,add->add->add->add->add->divide
a0f45aa7-6a20-4ebd-8118-fdf89c77eb38,6,5-8,5,long_chain,scalar,scalar,5,1,0,0,0.5633,multiply->multiply->multiply->divide->divide->subtract
8a0bd56f-714e-4ff1-a0e6-2afd620f7cb4,2,2,2,linear_dependency,boolean,boolean,1,0,0,0,0.235,convert_arch->ends_with_suffix
8a74c126-ba35-450d-a992-1b2f69197bf4,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
957bf409-512c-4d43-bf9c-d4a6be101a32,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,subtract->divide
3d88feda-eeb4-4ef3-bd45-6f53bbffff11,9,9+,5,long_chain,scalar,scalar,8,1,0,0,0.7672,subtract->subtract->divide->subtract->subtract->divide->add->divide->multiply
1da6066a-3761-4fec-bdce-11b0ebc7af42,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,sum_of_cubes->multiply_integers
c0060555-fe54-40b0-96c9-c6453ba15f54,6,5-8,3,long_chain,scalar,scalar,5,1,0,0,0.5633,choose->choose->multiply->add->choose->divide
3baf684d-f14a-4696-b90f-0191b1df884b,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->multiply->subtract
9a23a3ec-0f70-4acf-867f-1a82c0ca5b17,13,9+,5,long_chain,scalar,scalar,12,1,0,0,0.8558,multiply->divide->subtract->multiply->divide->divide->divide->multiply->divide->subtract->multiply->multiply->add
f8fdce32-9e0f-4f9c-bd0d-15dfce117a71,8,5-8,5,long_chain,scalar,scalar,7,1,0,0,0.6837,multiply->multiply->add->add->subtract->multiply->add->divide
350061df-93df-43db-87e8-91a9f78dab00,3,3,2,independent_calls,string,string,1,0,0,0,0.2233,group_random_subsets->get_branch_url->decode_string_or_bytes
2a886f5d-91ad-4a5d-b6d4-4e981cc894af,5,5-8,5,long_chain,scalar,scalar,4,0,0,0,0.475,divide->multiply->multiply->add->divide
3cc89b1c-5cbd-45ca-a67f-1e724ad20220,8,5-8,5,long_chain,scalar,scalar,7,1,0,0,0.6837,divide->subtract->divide->subtract->divide->multiply->subtract->divide
a4feddce-3c03-43ae-bab7-513b55dae2a3,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,subtract->subtract->divide->multiply->add
665f96da-1bc5-4429-bc38-58046cdfd1c2,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,subtract->multiply->add->divide
3ccace7a-6877-4cc6-8438-0bf44727d832,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,power->reminder
87ae9647-7f06-45d3-9d93-d9ca6a528768,9,9+,5,long_chain,scalar,scalar,8,1,0,0,0.7172,divide->multiply->divide->multiply->divide->multiply->divide->subtract->subtract
8ac8efe9-5154-4e41-b4b2-da7225aa603c,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,recursive_binary_search->mutate_point
836bb86e-9fee-4448-ab2b-f328c52dca9b,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,add->divide->multiply
e871f942-9218-4994-b1f9-30a8ff91f9d2,7,5-8,4,long_chain,scalar,scalar,6,1,0,0,0.5743,add->divide->subtract->add->divide->add->divide
3b11c33d-30da-404a-ae29-b6d802098013,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,divide->divide->divide
0b801791-fd2b-42ee-9c06-01ee900e065f,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,divide->power->multiply->subtract
3a0c7311-7422-4362-ada9-f84f98a583c5,8,5-8,5,long_chain,scalar,scalar,7,1,0,0,0.7338,add->subtract->divide->subtract->divide->divide->multiply->divide
bcac3758-2b32-436c-9335-41cb277e49c6,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,extract_last_4->countSegments
4c7fbe56-cbcf-4c99-8d67-ac7b56b6f15c,8,5-8,5,long_chain,scalar,scalar,7,1,0,0,0.7338,multiply->subtract->divide->add->multiply->add->divide->add
865c8b82-a81d-4612-851f-95e524eb597f,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,average_point->find_element
ff0029de-3456-487f-a569-301ff13b2a3b,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->multiply->subtract
9adb7a75-2ecb-406d-8a46-542b79eb6e32,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->subtract
4bee0ea3-f79d-43ed-87a5-ddf33a0c3ee1,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->square_area
450bfa63-6cc1-4d7e-89e1-2515196dc0ee,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->power
f189eaa1-503b-484e-9896-53a8b663204e,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,divide->divide->multiply->divide->multiply->multiply
3e68220d-7e85-44d1-bcce-37dab39ef1f2,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,divide->divide->add->divide
53f77900-b797-4863-973f-57ff47eaac69,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,count_from_end->find_perfect_squares_num
d7b21141-9c2a-4853-a4e7-cf34c1a1be48,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,filter_list_without_loops->max_change
f41b8815-1841-4a68-94c5-fbcaf1642a86,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,multiply->add->divide
0b091c5e-80ae-4331-b832-957075189a73,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,divide->divide->multiply->subtract->divide
6a9f6952-e49e-4cd1-94e3-122e9d453aa6,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,multiply->multiply->multiply->multiply->multiply->divide
85deb9a0-ca7b-440c-a975-553cc92ff009,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,add->multiply
668c5b0d-fd2b-4ef0-aa39-06474240bba2,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->divide
18f9c0ab-75c2-47c4-920a-7c644c356d53,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,add->subtract->subtract
2b51319c-9997-4760-9111-50cec120c41c,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.525,add->add->multiply->multiply->subtract
338fc6ec-f0b9-4659-8fad-cffa199b9b14,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,divide->subtract->multiply->multiply
2b837d55-e28b-4101-aba9-0f5bb4a2bfdf,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,generate_hyperlink->reversed_string_with_message
8ced92ec-afcf-4bae-8e56-6d4c5175f195,3,3,2,independent_calls,scalar,scalar,1,0,0,0,0.2233,longest_consecutive_sequence->remove_first->longest_consecutive_sequence
19c019ad-3316-4149-8b01-f3385a280958,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,multiply->divide->multiply->divide->add->divide
6aa83311-7f37-4dcd-b0bb-981132a99240,6,5-8,3,long_chain,scalar,scalar,5,1,0,0,0.5633,multiply->multiply->add->multiply->multiply->add
d8793f83-4a7e-4435-b0d7-cff2b50ef373,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,format_significant->last_two_characters
2eec5ed9-4c65-43c2-a217-c425bc005381,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->add->divide
d8c2dc8d-ae54-468c-b029-cc5b36344814,2,2,2,linear_dependency,object,object,1,0,0,0,0.485,create_word_count_dict->check_uniqueness
c45bbf72-32c6-4281-927e-ad69291df73d,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,multiply->divide->multiply->add
c870a3f6-2c45-4bec-a40b-f74ecd268bec,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,divide->multiply->divide
e43c9534-daf1-4367-a63d-d119a741a759,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,add->add->divide->multiply
0d266b2a-325c-4cdb-9615-28475d4e2d37,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,add->divide
6053c490-d209-490a-92c9-7472f17b0f8f,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,divide->multiply->subtract->divide->multiply
36ca2d63-b8cc-4a06-ad2b-4748ad224234,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,add->divide->divide
77c9bade-89a2-4200-9e4f-c0152a4496e7,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->add
c05709fb-667e-4fa6-b263-ec3a59cf1d37,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,replace_with_ascii->replace_brackets_with_ids
33911fb8-f9fc-479d-b24d-c2cfb004cc29,7,5-8,5,long_chain,scalar,scalar,6,1,0,0,0.5993,add->divide->multiply->divide->add->divide->add
1579051b-d62f-4e93-9c54-e5d68fb14f1c,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,lcm->subtract
f3ff1bb8-0747-4453-afbb-a71cf3fd92d9,7,5-8,5,long_chain,scalar,scalar,6,1,0,0,0.6493,multiply->multiply->add->multiply->add->divide->multiply
35adf4ad-dada-47dd-8c92-1af9100d6a8a,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,add->power->add->multiply->subtract
22b583c4-f1f1-4f08-9868-46f3a5cc50fe,7,5-8,5,long_chain,scalar,scalar,6,1,0,0,0.5993,add->multiply->add->add->add->add->subtract
5c1b3296-9e7c-4627-acb3-13704d18bd95,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,parse_string_to_floats->unique_substring
9bb2309e-1b69-4889-96a5-43c75d81891e,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->divide
3aed2d1c-fbad-4bc5-a58b-802574f2b82d,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,add_two_integers->convert_length_meters_to_feet
0310afd8-e25a-4812-8b9f-599adf5e6500,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,hexa2dec->find_max_3
559cf4fa-04a5-4752-b2d0-b3602c75c413,2,2,2,linear_dependency,boolean,boolean,1,0,0,0,0.235,sample_variance->validate_element
7533eefe-b652-4afd-834a-3ee8c38ca14e,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.525,multiply->multiply->subtract->subtract->divide
0be5f136-0c70-4904-b5a9-2e7be2edafd8,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,subtract->divide->multiply
a335f79c-d1e2-4f67-a414-bf94fc53323b,3,3,3,linear_dependency,string,string,2,0,0,0,0.3317,generate_random_unique_string->format_camel_case->text_center
c2394fb4-9b28-417e-ac11-36dd1b475e43,2,2,2,linear_dependency,boolean,boolean,1,0,0,0,0.235,parse_sk_date->check_one_attribute
d9b504d3-27de-4584-a98c-c606e5c6b4dd,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,compute_area_circle->info
6895651a-8731-47bc-bef3-42a4944392c9,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,add->subtract->subtract->divide->divide
dfe920f9-153a-4882-bbaf-23f998d52354,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,multiply->divide->multiply->multiply
c70163d5-6b99-4a8e-8242-5558663eaa11,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->divide
1bfd16bd-f4a1-42fb-8400-b94ead0d6ef4,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,simulate_coin_toss->find_first_substring
072f5a5e-dddd-407b-b641-6121f1cc8b87,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,substring_from_index->highlight
d5e3c63a-943f-4169-a2d5-69ec0433d3c5,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,add->multiply->divide->divide
8c6e3438-0dcc-4afe-95b7-13b00fb18ef0,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,subtract->permutation
1f2362ec-e4dd-42ef-abe0-15b8f3c7c82e,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,multiply->add->multiply
98cad833-bb80-4583-9158-b9d1984eec6e,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,hypotenuse_length->ode_model
aed65d8f-b112-4cd6-ab82-07ae242a8947,7,5-8,6,long_chain,scalar,scalar,6,1,0,0,0.6243,add->add->add->multiply->subtract->divide->multiply
8b48a229-fcc8-4317-bda5-7e4271da24be,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
b12cd321-ed7b-4a24-aecf-39812b2759bc,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,sqrt->square_perimeter->multiply
329e3bee-90fb-459b-a240-ccb5696525d5,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,divide->floor->multiply->subtract
9d49b105-be31-44ff-bc30-f51eb3225f92,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,subtract->divide
3ca6bc7f-564f-40d0-ac57-c818298f26d5,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,select_first_and_last->sort_and_add
41c688c1-8306-45cf-a5d9-33723784634f,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,power->multiply
09906ab5-1606-4725-82a2-39329768c4d7,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,map_boolean_to_binary_representation->boolean_to_string
e53a50d4-dc11-4d47-81b5-14269953bf92,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,multiply->divide->multiply
2be93621-3271-46ac-b0a4-6294e90c4762,8,5-8,5,long_chain,scalar,scalar,7,1,0,0,0.6338,add->divide->power->subtract->add->divide->power->subtract
eb98f598-754c-4117-b630-dc58914f2a4d,8,5-8,7,long_chain,scalar,scalar,7,1,0,0,0.6838,multiply->divide->add->divide->multiply->subtract->subtract->divide
d3b4384c-4b01-461a-a1a4-2aa313207f18,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
f4975ee4-ece2-46a8-bf54-39632f13bd6b,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->power->multiply
1d9e8e22-8ba2-44ba-96d9-19bdafaa1f4f,3,3,2,independent_calls,string,string,1,0,0,0,0.2233,append_even->find_object_index->convert_positive_int_to_binary_string
d3e7ab97-f4de-4beb-9952-97af86fb05ef,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,approximate_e->divide_by_zero
6c668a48-30d8-46ba-a9ac-8e0c58f9d9f0,6,5-8,5,long_chain,scalar,scalar,5,1,0,0,0.5633,multiply->subtract->divide->add->multiply->divide
ac7f18f4-b4e7-424c-bb4e-b81a8a7e507c,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5383,negate->add->negate->add->add->add
db6cd8b7-bbba-4166-8921-f68d469142e8,17,9+,5,long_chain,scalar,scalar,16,1,0,0,0.8603,multiply->lcm->divide->multiply->lcm->divide->add->multiply->lcm->divide->add->multiply->lcm->lcm->divide->multiply->subtract
5af48126-ca2a-4eed-9dcc-50ae49894d6d,2,2,2,linear_dependency,boolean,boolean,1,0,0,0,0.235,split_on_camel_case->check_special_characters
3dc09ed5-bf3e-4aaf-827b-597690c8b7c5,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,multiply->multiply->add->subtract
5f2689b9-c33d-4981-bb29-c52e7b2ce153,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.525,divide->divide->subtract->divide->divide
fb341674-da07-4323-b70a-7bb759f1e746,6,5-8,6,long_chain,scalar,scalar,5,0,0,0,0.5383,add->subtract->divide->add->divide->multiply
db5d35a9-9a99-4854-ad29-d907ffc484b9,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
1e6ac1ab-b031-440c-bbb4-5c850ba2df29,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.525,multiply->multiply->volume_cylinder->volume_cylinder->divide
232ab8ef-d590-4f29-9225-548ca132f893,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
ed6fe969-2d74-4000-9d6d-a50a01662fd3,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5383,multiply->add->multiply->multiply->add->add
35fc7be7-e78c-4c96-9cf6-a78a9b542ffe,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,multiply->divide->subtract->divide
c1e4dbf0-d977-421b-a4f6-cd56648af12d,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,divide->add->divide->multiply
cfc061e2-aac0-4a87-8352-85d43dd7880f,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,compute_cumulative_sum->convert_to_printable_str
347c7db8-a17c-41d4-b273-6e48d58726c3,12,9+,7,long_chain,scalar,scalar,11,1,0,0,0.8042,subtract->multiply->divide->divide->divide->multiply->divide->subtract->multiply->divide->divide->multiply
bca6e359-3534-418a-9c94-e0fc65bc6ac1,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,subtract->subtract->divide
f882ddca-1f8b-40b6-b16b-71be9570276f,2,2,2,linear_dependency,boolean,boolean,1,0,0,0,0.235,reverse_alphanumeric->check_parens
15b677c0-9517-49fc-a660-630caafe5a8d,6,5-8,6,long_chain,scalar,scalar,5,0,0,0,0.5383,divide->subtract->divide->subtract->multiply->divide
f0ceaac3-a997-41ab-b0c7-e98a75e92d5e,7,5-8,5,long_chain,scalar,scalar,6,1,0,0,0.6493,divide->divide->add->divide->divide->subtract->divide
176f3aab-3635-4f1d-9749-99d0ee5f2bfa,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,divide->subtract->add->divide
894ae2ce-c653-4e07-9bc9-296ea3f12aef,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,divide->divide->subtract->divide
8684a05b-93d5-4083-b7de-74bb3985ed35,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,find_largest_number->get_minimum_number_of_bits
10bd4232-f4bd-49a8-9992-ead6f447300e,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5383,subtract->divide->subtract->divide->multiply->multiply
3340816b-d199-413a-b892-e346e5be6fc5,7,5-8,4,long_chain,scalar,scalar,6,1,0,0,0.5743,multiply->multiply->multiply->multiply->multiply->multiply->divide
db8db406-1104-4f43-9e90-a3ebbf3689c9,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,get_calibration_steps->pad_to_len
e46b5400-418c-4797-88ce-45678131341a,2,2,2,linear_dependency,object,object,1,0,0,0,0.485,convert_to_url_slug->count_frequencies
c3388e09-ffd7-4590-b2be-1ec88dd92b2c,10,9+,6,long_chain,scalar,scalar,9,1,0,0,0.825,multiply->subtract->divide->multiply->multiply->divide->add->divide->subtract->multiply
7da0f6e7-2a24-4fa8-b48d-cc84cae3e578,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,divide->divide->divide->subtract->subtract->divide
1bbfe06b-1180-4a6e-b212-29243120dfb2,9,9+,6,long_chain,scalar,scalar,8,1,0,0,0.7422,subtract->multiply->multiply->add->subtract->gcd->multiply->subtract->divide
e758c2d8-02c8-48f6-9731-47867954accd,9,9+,4,long_chain,scalar,scalar,8,1,0,0,0.7422,multiply->multiply->multiply->multiply->subtract->multiply->multiply->subtract->divide
a6b1a38c-bda7-4b3a-b7e8-2431abc8af92,7,5-8,5,long_chain,scalar,scalar,6,1,0,0,0.5993,divide->multiply->divide->multiply->add->divide->multiply
a58be90a-b73e-4d45-a4e2-2ba9db73e912,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,calculate_gcd->calculate_profit
3171c089-3152-48db-90be-f576f555dfd6,3,3,2,independent_calls,list,list,1,0,0,0,0.4733,find_nth_smallest->zeroes_to_binary->count_leading_and_trailing_spaces
ae2442dc-f285-4963-a108-fef08dffe49a,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,compute_entropy->calculate_ratio_and_compare
b89b5c12-ccc2-4109-bc87-24857dd99e40,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->divide
6b3f28d1-703c-4a21-b432-d84505bf42f1,20,9+,8,long_chain,scalar,scalar,19,1,0,0,0.9375,multiply->inverse->multiply->multiply->inverse->inverse->inverse->add->subtract->multiply->multiply->inverse->multiply->add->multiply->inverse->multiply->add->divide->multiply
c9cabae3-811e-4e9f-87d8-92cb861e3045,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,add->subtract->add->divide
162db0f4-cf45-4d19-b905-a260e1b63507,14,9+,6,long_chain,scalar,scalar,13,1,0,0,0.8321,multiply->subtract->multiply->multiply->multiply->multiply->multiply->add->multiply->subtract->multiply->add->divide->multiply
038f3d86-b97b-49e6-b878-1b80c73fb744,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
e3da4472-ddf0-44b2-9f74-cf08eec18b35,2,2,2,linear_dependency,object,object,1,0,0,0,0.485,parse_parameters->remove_empty_values
ccf24406-7e65-4813-b8a4-64bd142b13e7,7,5-8,4,long_chain,scalar,scalar,6,1,0,0,0.6243,multiply->multiply->subtract->multiply->multiply->subtract->multiply
47951d60-637d-4723-a9b8-b8fab85af324,12,9+,5,long_chain,scalar,scalar,11,1,0,0,0.8542,divide->subtract->multiply->multiply->add->divide->subtract->multiply->add->divide->divide->multiply
8ab8241e-cdd2-4743-b1f8-dcebf5614144,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,inverse->inverse->inverse->add->subtract->inverse
75701f4b-c01e-4ef4-83f9-2b411d89cf99,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,add_previous->perform_operation
49425cf8-7391-4668-9cd1-62001d13b42e,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,multiply->multiply->add
215a654f-549a-47c1-b1ce-772fc2910045,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,divide->add->power->divide
78f95e6b-10e6-4adc-bc83-fadefcafae4b,9,9+,4,long_chain,scalar,scalar,8,1,0,0,0.6922,add->add->multiply->add->multiply->add->add->multiply->add
11a47ffa-0eea-4162-9902-1bddc3740bec,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,multiply->multiply->divide
0b9639f5-37a5-4904-8e92-fb6f377082f9,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,gen_random_str_with_lower_case->convert_to_float_or_string
2130114f-44c1-44b8-a691-845e81164f3c,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,generate_unique_random_floats->median_without_sorting
d868deb0-3000-4177-a029-9a3b37e86e6c,13,9+,6,long_chain,scalar,scalar,12,1,0,0,0.8808,multiply->multiply->subtract->divide->divide->multiply->multiply->multiply->subtract->divide->divide->add->multiply
4d555a7f-95ef-4c6f-8312-30039f8d5c82,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,add->reminder
679aad5a-6d71-4d4d-89a7-a83e40da756c,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->subtract->divide
37212bb7-b101-40a6-8ab6-8f8f589a0714,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,divide->divide->add->divide
41b60c1c-6d88-4a34-9242-2aacf2837738,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,add->add->divide
1f3bc273-0d28-483c-9679-322e4a596301,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,add->subtract->subtract
71d06959-7b76-48fb-906f-16f634884bf2,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5383,divide->add->divide->divide->add->divide
92f18938-d5b2-439e-bd8a-4bcba9c26691,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,generate_char->convert_lossy
efab9973-cf02-46ff-91ca-bcfc978f1060,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,add->multiply
