arm,layer,norm
A1_OUTCOME_ONLY,base_model.model.model.layers.13.self_attn.v_proj.lora_A.weight,2.308833360671997
A1_OUTCOME_ONLY,base_model.model.model.layers.13.self_attn.v_proj.lora_B.weight,0.0006257725763134658
A1_OUTCOME_ONLY,base_model.model.model.layers.14.mlp.down_proj.lora_A.weight,2.309624195098877
A1_OUTCOME_ONLY,base_model.model.model.layers.14.mlp.down_proj.lora_B.weight,0.0009912392124533653
A1_OUTCOME_ONLY,base_model.model.model.layers.14.mlp.gate_proj.lora_A.weight,2.30582332611084
A1_OUTCOME_ONLY,base_model.model.model.layers.14.mlp.gate_proj.lora_B.weight,0.0018310523591935635
A1_OUTCOME_ONLY,base_model.model.model.layers.14.mlp.up_proj.lora_A.weight,2.3097832202911377
A1_OUTCOME_ONLY,base_model.model.model.layers.14.mlp.up_proj.lora_B.weight,0.0018547680228948593
A1_OUTCOME_ONLY,base_model.model.model.layers.14.self_attn.k_proj.lora_A.weight,2.3020999431610107
A1_OUTCOME_ONLY,base_model.model.model.layers.14.self_attn.k_proj.lora_B.weight,0.0005878457450307906
A1_OUTCOME_ONLY,base_model.model.model.layers.14.self_attn.o_proj.lora_A.weight,2.3188610076904297
A1_OUTCOME_ONLY,base_model.model.model.layers.14.self_attn.o_proj.lora_B.weight,0.0009790811454877257
A1_OUTCOME_ONLY,base_model.model.model.layers.14.self_attn.q_proj.lora_A.weight,2.3113467693328857
A1_OUTCOME_ONLY,base_model.model.model.layers.14.self_attn.q_proj.lora_B.weight,0.0011711758561432362
A1_OUTCOME_ONLY,base_model.model.model.layers.14.self_attn.v_proj.lora_A.weight,2.316587209701538
A1_OUTCOME_ONLY,base_model.model.model.layers.14.self_attn.v_proj.lora_B.weight,0.000624435895588249
A1_OUTCOME_ONLY,base_model.model.model.layers.15.mlp.down_proj.lora_A.weight,2.310593366622925
A1_OUTCOME_ONLY,base_model.model.model.layers.15.mlp.down_proj.lora_B.weight,0.0009828513721004128
A1_OUTCOME_ONLY,base_model.model.model.layers.15.mlp.gate_proj.lora_A.weight,2.3095157146453857
A1_OUTCOME_ONLY,base_model.model.model.layers.15.mlp.gate_proj.lora_B.weight,0.0018353109480813146
A1_OUTCOME_ONLY,base_model.model.model.layers.15.mlp.up_proj.lora_A.weight,2.3078582286834717
A1_OUTCOME_ONLY,base_model.model.model.layers.15.mlp.up_proj.lora_B.weight,0.0018686894327402115
A1_OUTCOME_ONLY,base_model.model.model.layers.15.self_attn.k_proj.lora_A.weight,2.3047070503234863
A1_OUTCOME_ONLY,base_model.model.model.layers.15.self_attn.k_proj.lora_B.weight,0.0005860560340806842
A1_OUTCOME_ONLY,base_model.model.model.layers.15.self_attn.o_proj.lora_A.weight,2.311676263809204
A1_OUTCOME_ONLY,base_model.model.model.layers.15.self_attn.o_proj.lora_B.weight,0.0010112117743119597
A1_OUTCOME_ONLY,base_model.model.model.layers.15.self_attn.q_proj.lora_A.weight,2.311295747756958
A1_OUTCOME_ONLY,base_model.model.model.layers.15.self_attn.q_proj.lora_B.weight,0.0011687242658808827
A1_OUTCOME_ONLY,base_model.model.model.layers.15.self_attn.v_proj.lora_A.weight,2.3038525581359863
A1_OUTCOME_ONLY,base_model.model.model.layers.15.self_attn.v_proj.lora_B.weight,0.000643510720692575
A1_OUTCOME_ONLY,base_model.model.model.layers.16.mlp.down_proj.lora_A.weight,2.307847738265991
A1_OUTCOME_ONLY,base_model.model.model.layers.16.mlp.down_proj.lora_B.weight,0.0009987227385863662
A1_OUTCOME_ONLY,base_model.model.model.layers.16.mlp.gate_proj.lora_A.weight,2.3027167320251465
A1_OUTCOME_ONLY,base_model.model.model.layers.16.mlp.gate_proj.lora_B.weight,0.001839346718043089
A1_OUTCOME_ONLY,base_model.model.model.layers.16.mlp.up_proj.lora_A.weight,2.3067333698272705
A1_OUTCOME_ONLY,base_model.model.model.layers.16.mlp.up_proj.lora_B.weight,0.0019776243716478348
A1_OUTCOME_ONLY,base_model.model.model.layers.16.self_attn.k_proj.lora_A.weight,2.306354284286499
A1_OUTCOME_ONLY,base_model.model.model.layers.16.self_attn.k_proj.lora_B.weight,0.0005901255644857883
A1_OUTCOME_ONLY,base_model.model.model.layers.16.self_attn.o_proj.lora_A.weight,2.3089356422424316
A1_OUTCOME_ONLY,base_model.model.model.layers.16.self_attn.o_proj.lora_B.weight,0.0010172318434342742
A1_OUTCOME_ONLY,base_model.model.model.layers.16.self_attn.q_proj.lora_A.weight,2.308122158050537
A1_OUTCOME_ONLY,base_model.model.model.layers.16.self_attn.q_proj.lora_B.weight,0.0011686907382681966
A1_OUTCOME_ONLY,base_model.model.model.layers.16.self_attn.v_proj.lora_A.weight,2.3049070835113525
A1_OUTCOME_ONLY,base_model.model.model.layers.16.self_attn.v_proj.lora_B.weight,0.0006669196882285178
A1_OUTCOME_ONLY,base_model.model.model.layers.17.mlp.down_proj.lora_A.weight,2.3093984127044678
A1_OUTCOME_ONLY,base_model.model.model.layers.17.mlp.down_proj.lora_B.weight,0.0010093237506225705
A1_OUTCOME_ONLY,base_model.model.model.layers.17.mlp.gate_proj.lora_A.weight,2.316589832305908
A1_OUTCOME_ONLY,base_model.model.model.layers.17.mlp.gate_proj.lora_B.weight,0.0018801480764523149
A1_OUTCOME_ONLY,base_model.model.model.layers.17.mlp.up_proj.lora_A.weight,2.3141212463378906
A1_OUTCOME_ONLY,base_model.model.model.layers.17.mlp.up_proj.lora_B.weight,0.001954901497811079
A1_OUTCOME_ONLY,base_model.model.model.layers.17.self_attn.k_proj.lora_A.weight,2.3067312240600586
A1_OUTCOME_ONLY,base_model.model.model.layers.17.self_attn.k_proj.lora_B.weight,0.000591862655710429
A1_OUTCOME_ONLY,base_model.model.model.layers.17.self_attn.o_proj.lora_A.weight,2.3134233951568604
A1_OUTCOME_ONLY,base_model.model.model.layers.17.self_attn.o_proj.lora_B.weight,0.0010421467013657093
A1_OUTCOME_ONLY,base_model.model.model.layers.17.self_attn.q_proj.lora_A.weight,2.312697172164917
A1_OUTCOME_ONLY,base_model.model.model.layers.17.self_attn.q_proj.lora_B.weight,0.0011579894926398993
A1_OUTCOME_ONLY,base_model.model.model.layers.17.self_attn.v_proj.lora_A.weight,2.305114269256592
A1_OUTCOME_ONLY,base_model.model.model.layers.17.self_attn.v_proj.lora_B.weight,0.000676854862831533
A1_OUTCOME_ONLY,base_model.model.model.layers.18.mlp.down_proj.lora_A.weight,2.3124449253082275
A1_OUTCOME_ONLY,base_model.model.model.layers.18.mlp.down_proj.lora_B.weight,0.0009662409429438412
A1_OUTCOME_ONLY,base_model.model.model.layers.18.mlp.gate_proj.lora_A.weight,2.3043477535247803
A1_OUTCOME_ONLY,base_model.model.model.layers.18.mlp.gate_proj.lora_B.weight,0.0017537577077746391
A1_OUTCOME_ONLY,base_model.model.model.layers.18.mlp.up_proj.lora_A.weight,2.3093152046203613
A1_OUTCOME_ONLY,base_model.model.model.layers.18.mlp.up_proj.lora_B.weight,0.0019406558712944388
A1_OUTCOME_ONLY,base_model.model.model.layers.18.self_attn.k_proj.lora_A.weight,2.3137197494506836
A1_OUTCOME_ONLY,base_model.model.model.layers.18.self_attn.k_proj.lora_B.weight,0.0006025203038007021
A1_OUTCOME_ONLY,base_model.model.model.layers.18.self_attn.o_proj.lora_A.weight,2.305034637451172
A1_OUTCOME_ONLY,base_model.model.model.layers.18.self_attn.o_proj.lora_B.weight,0.0009954237611964345
A1_OUTCOME_ONLY,base_model.model.model.layers.18.self_attn.q_proj.lora_A.weight,2.3197312355041504
A1_OUTCOME_ONLY,base_model.model.model.layers.18.self_attn.q_proj.lora_B.weight,0.0011827658163383603
A1_OUTCOME_ONLY,base_model.model.model.layers.18.self_attn.v_proj.lora_A.weight,2.3086559772491455
A1_OUTCOME_ONLY,base_model.model.model.layers.18.self_attn.v_proj.lora_B.weight,0.0006720151286572218
A1_OUTCOME_ONLY,base_model.model.model.layers.19.mlp.down_proj.lora_A.weight,2.3134210109710693
A1_OUTCOME_ONLY,base_model.model.model.layers.19.mlp.down_proj.lora_B.weight,0.0009492025128565729
A1_OUTCOME_ONLY,base_model.model.model.layers.19.mlp.gate_proj.lora_A.weight,2.3120856285095215
A1_OUTCOME_ONLY,base_model.model.model.layers.19.mlp.gate_proj.lora_B.weight,0.0018027842743322253
A1_OUTCOME_ONLY,base_model.model.model.layers.19.mlp.up_proj.lora_A.weight,2.3123486042022705
A1_OUTCOME_ONLY,base_model.model.model.layers.19.mlp.up_proj.lora_B.weight,0.0018852693028748035
A1_OUTCOME_ONLY,base_model.model.model.layers.19.self_attn.k_proj.lora_A.weight,2.3165786266326904
A1_OUTCOME_ONLY,base_model.model.model.layers.19.self_attn.k_proj.lora_B.weight,0.0005956756649538875
A1_OUTCOME_ONLY,base_model.model.model.layers.19.self_attn.o_proj.lora_A.weight,2.302625894546509
A1_OUTCOME_ONLY,base_model.model.model.layers.19.self_attn.o_proj.lora_B.weight,0.0010161075042560697
A1_OUTCOME_ONLY,base_model.model.model.layers.19.self_attn.q_proj.lora_A.weight,2.309187173843384
A1_OUTCOME_ONLY,base_model.model.model.layers.19.self_attn.q_proj.lora_B.weight,0.0011517624370753765
A1_OUTCOME_ONLY,base_model.model.model.layers.19.self_attn.v_proj.lora_A.weight,2.311626434326172
A1_OUTCOME_ONLY,base_model.model.model.layers.19.self_attn.v_proj.lora_B.weight,0.0006671050796285272
A1_OUTCOME_ONLY,base_model.model.model.layers.2.mlp.down_proj.lora_A.weight,2.3087024688720703
A1_OUTCOME_ONLY,base_model.model.model.layers.2.mlp.down_proj.lora_B.weight,0.0007504014647565782
A1_OUTCOME_ONLY,base_model.model.model.layers.2.mlp.gate_proj.lora_A.weight,2.304464340209961
A1_OUTCOME_ONLY,base_model.model.model.layers.2.mlp.gate_proj.lora_B.weight,0.0016284118173643947
A1_OUTCOME_ONLY,base_model.model.model.layers.2.mlp.up_proj.lora_A.weight,2.3132781982421875
A1_OUTCOME_ONLY,base_model.model.model.layers.2.mlp.up_proj.lora_B.weight,0.0016382302856072783
A1_OUTCOME_ONLY,base_model.model.model.layers.2.self_attn.k_proj.lora_A.weight,2.304255962371826
A1_OUTCOME_ONLY,base_model.model.model.layers.2.self_attn.k_proj.lora_B.weight,0.00044992161565460265
A1_OUTCOME_ONLY,base_model.model.model.layers.2.self_attn.o_proj.lora_A.weight,2.308973789215088
A1_OUTCOME_ONLY,base_model.model.model.layers.2.self_attn.o_proj.lora_B.weight,0.0007425929070450366
A1_OUTCOME_ONLY,base_model.model.model.layers.2.self_attn.q_proj.lora_A.weight,2.3074817657470703
A1_OUTCOME_ONLY,base_model.model.model.layers.2.self_attn.q_proj.lora_B.weight,0.000888751819729805
A1_OUTCOME_ONLY,base_model.model.model.layers.2.self_attn.v_proj.lora_A.weight,2.313779830932617
A1_OUTCOME_ONLY,base_model.model.model.layers.2.self_attn.v_proj.lora_B.weight,0.0004656108794733882
A1_OUTCOME_ONLY,base_model.model.model.layers.20.mlp.down_proj.lora_A.weight,2.301258087158203
A1_OUTCOME_ONLY,base_model.model.model.layers.20.mlp.down_proj.lora_B.weight,0.0010142604587599635
A1_OUTCOME_ONLY,base_model.model.model.layers.20.mlp.gate_proj.lora_A.weight,2.3123462200164795
A1_OUTCOME_ONLY,base_model.model.model.layers.20.mlp.gate_proj.lora_B.weight,0.0017926284344866872
A1_OUTCOME_ONLY,base_model.model.model.layers.20.mlp.up_proj.lora_A.weight,2.314563035964966
A1_OUTCOME_ONLY,base_model.model.model.layers.20.mlp.up_proj.lora_B.weight,0.00195685843937099
A1_OUTCOME_ONLY,base_model.model.model.layers.20.self_attn.k_proj.lora_A.weight,2.3151721954345703
A1_OUTCOME_ONLY,base_model.model.model.layers.20.self_attn.k_proj.lora_B.weight,0.0005893203779123724
A1_OUTCOME_ONLY,base_model.model.model.layers.20.self_attn.o_proj.lora_A.weight,2.304765462875366
A1_OUTCOME_ONLY,base_model.model.model.layers.20.self_attn.o_proj.lora_B.weight,0.0010572544997557998
A1_OUTCOME_ONLY,base_model.model.model.layers.20.self_attn.q_proj.lora_A.weight,2.3095388412475586
A1_OUTCOME_ONLY,base_model.model.model.layers.20.self_attn.q_proj.lora_B.weight,0.0011833589524030685
A1_OUTCOME_ONLY,base_model.model.model.layers.20.self_attn.v_proj.lora_A.weight,2.3065810203552246
A1_OUTCOME_ONLY,base_model.model.model.layers.20.self_attn.v_proj.lora_B.weight,0.0006913765682838857
A1_OUTCOME_ONLY,base_model.model.model.layers.21.mlp.down_proj.lora_A.weight,2.3069283962249756
A1_OUTCOME_ONLY,base_model.model.model.layers.21.mlp.down_proj.lora_B.weight,0.0010512251174077392
A1_OUTCOME_ONLY,base_model.model.model.layers.21.mlp.gate_proj.lora_A.weight,2.3160359859466553
A1_OUTCOME_ONLY,base_model.model.model.layers.21.mlp.gate_proj.lora_B.weight,0.0016199760138988495
A1_OUTCOME_ONLY,base_model.model.model.layers.21.mlp.up_proj.lora_A.weight,2.310791254043579
A1_OUTCOME_ONLY,base_model.model.model.layers.21.mlp.up_proj.lora_B.weight,0.0019108274718746543
A1_OUTCOME_ONLY,base_model.model.model.layers.21.self_attn.k_proj.lora_A.weight,2.3114304542541504
A1_OUTCOME_ONLY,base_model.model.model.layers.21.self_attn.k_proj.lora_B.weight,0.0006315832724794745
A1_OUTCOME_ONLY,base_model.model.model.layers.21.self_attn.o_proj.lora_A.weight,2.3208601474761963
A1_OUTCOME_ONLY,base_model.model.model.layers.21.self_attn.o_proj.lora_B.weight,0.0010110794100910425
A1_OUTCOME_ONLY,base_model.model.model.layers.21.self_attn.q_proj.lora_A.weight,2.3074519634246826
A1_OUTCOME_ONLY,base_model.model.model.layers.21.self_attn.q_proj.lora_B.weight,0.0012425180757418275
A1_OUTCOME_ONLY,base_model.model.model.layers.21.self_attn.v_proj.lora_A.weight,2.3095173835754395
A1_OUTCOME_ONLY,base_model.model.model.layers.21.self_attn.v_proj.lora_B.weight,0.0006971455877646804
A1_OUTCOME_ONLY,base_model.model.model.layers.22.mlp.down_proj.lora_A.weight,2.3071939945220947
A1_OUTCOME_ONLY,base_model.model.model.layers.22.mlp.down_proj.lora_B.weight,0.0009947215439751744
A1_OUTCOME_ONLY,base_model.model.model.layers.22.mlp.gate_proj.lora_A.weight,2.3068959712982178
A1_OUTCOME_ONLY,base_model.model.model.layers.22.mlp.gate_proj.lora_B.weight,0.0015150002436712384
A1_OUTCOME_ONLY,base_model.model.model.layers.22.mlp.up_proj.lora_A.weight,2.312392473220825
A1_OUTCOME_ONLY,base_model.model.model.layers.22.mlp.up_proj.lora_B.weight,0.0017203669995069504
A1_OUTCOME_ONLY,base_model.model.model.layers.22.self_attn.k_proj.lora_A.weight,2.3013687133789062
A1_OUTCOME_ONLY,base_model.model.model.layers.22.self_attn.k_proj.lora_B.weight,0.0006091908435337245
A1_OUTCOME_ONLY,base_model.model.model.layers.22.self_attn.o_proj.lora_A.weight,2.3047170639038086
A1_OUTCOME_ONLY,base_model.model.model.layers.22.self_attn.o_proj.lora_B.weight,0.0009640682255849242
A1_OUTCOME_ONLY,base_model.model.model.layers.22.self_attn.q_proj.lora_A.weight,2.3085713386535645
A1_OUTCOME_ONLY,base_model.model.model.layers.22.self_attn.q_proj.lora_B.weight,0.0010817995062097907
A1_OUTCOME_ONLY,base_model.model.model.layers.22.self_attn.v_proj.lora_A.weight,2.312343120574951
A1_OUTCOME_ONLY,base_model.model.model.layers.22.self_attn.v_proj.lora_B.weight,0.0006751136388629675
A1_OUTCOME_ONLY,base_model.model.model.layers.23.mlp.down_proj.lora_A.weight,2.3087804317474365
A1_OUTCOME_ONLY,base_model.model.model.layers.23.mlp.down_proj.lora_B.weight,0.0008563171722926199
A1_OUTCOME_ONLY,base_model.model.model.layers.23.mlp.gate_proj.lora_A.weight,2.3047869205474854
A1_OUTCOME_ONLY,base_model.model.model.layers.23.mlp.gate_proj.lora_B.weight,0.0015227426774799824
A1_OUTCOME_ONLY,base_model.model.model.layers.23.mlp.up_proj.lora_A.weight,2.307163953781128
A1_OUTCOME_ONLY,base_model.model.model.layers.23.mlp.up_proj.lora_B.weight,0.001696319319307804
A1_OUTCOME_ONLY,base_model.model.model.layers.23.self_attn.k_proj.lora_A.weight,2.3140714168548584
A1_OUTCOME_ONLY,base_model.model.model.layers.23.self_attn.k_proj.lora_B.weight,0.0005808087298646569
A1_OUTCOME_ONLY,base_model.model.model.layers.23.self_attn.o_proj.lora_A.weight,2.306230306625366
A1_OUTCOME_ONLY,base_model.model.model.layers.23.self_attn.o_proj.lora_B.weight,0.000937429431360215
A1_OUTCOME_ONLY,base_model.model.model.layers.23.self_attn.q_proj.lora_A.weight,2.303215980529785
A1_OUTCOME_ONLY,base_model.model.model.layers.23.self_attn.q_proj.lora_B.weight,0.0009697377681732178
A1_OUTCOME_ONLY,base_model.model.model.layers.23.self_attn.v_proj.lora_A.weight,2.3059542179107666
A1_OUTCOME_ONLY,base_model.model.model.layers.23.self_attn.v_proj.lora_B.weight,0.0006826608441770077
A1_OUTCOME_ONLY,base_model.model.model.layers.24.mlp.down_proj.lora_A.weight,2.305006742477417
A1_OUTCOME_ONLY,base_model.model.model.layers.24.mlp.down_proj.lora_B.weight,0.0009298010263592005
A1_OUTCOME_ONLY,base_model.model.model.layers.24.mlp.gate_proj.lora_A.weight,2.30670428276062
A1_OUTCOME_ONLY,base_model.model.model.layers.24.mlp.gate_proj.lora_B.weight,0.0014051153557375073
A1_OUTCOME_ONLY,base_model.model.model.layers.24.mlp.up_proj.lora_A.weight,2.314676284790039
A1_OUTCOME_ONLY,base_model.model.model.layers.24.mlp.up_proj.lora_B.weight,0.0017073634080588818
A1_OUTCOME_ONLY,base_model.model.model.layers.24.self_attn.k_proj.lora_A.weight,2.31233811378479
A1_OUTCOME_ONLY,base_model.model.model.layers.24.self_attn.k_proj.lora_B.weight,0.000582833425141871
A1_OUTCOME_ONLY,base_model.model.model.layers.24.self_attn.o_proj.lora_A.weight,2.311098337173462
A1_OUTCOME_ONLY,base_model.model.model.layers.24.self_attn.o_proj.lora_B.weight,0.0009332846966572106
A1_OUTCOME_ONLY,base_model.model.model.layers.24.self_attn.q_proj.lora_A.weight,2.306835412979126
A1_OUTCOME_ONLY,base_model.model.model.layers.24.self_attn.q_proj.lora_B.weight,0.0011338056065142155
A1_OUTCOME_ONLY,base_model.model.model.layers.24.self_attn.v_proj.lora_A.weight,2.308466672897339
A1_OUTCOME_ONLY,base_model.model.model.layers.24.self_attn.v_proj.lora_B.weight,0.0006234675529412925
A1_OUTCOME_ONLY,base_model.model.model.layers.25.mlp.down_proj.lora_A.weight,2.3099231719970703
A1_OUTCOME_ONLY,base_model.model.model.layers.25.mlp.down_proj.lora_B.weight,0.0010239488910883665
A1_OUTCOME_ONLY,base_model.model.model.layers.25.mlp.gate_proj.lora_A.weight,2.311622142791748
A1_OUTCOME_ONLY,base_model.model.model.layers.25.mlp.gate_proj.lora_B.weight,0.0013790139928460121
A1_OUTCOME_ONLY,base_model.model.model.layers.25.mlp.up_proj.lora_A.weight,2.3151416778564453
A1_OUTCOME_ONLY,base_model.model.model.layers.25.mlp.up_proj.lora_B.weight,0.0016134496545419097
A1_OUTCOME_ONLY,base_model.model.model.layers.25.self_attn.k_proj.lora_A.weight,2.3137571811676025
A1_OUTCOME_ONLY,base_model.model.model.layers.25.self_attn.k_proj.lora_B.weight,0.0005233845440670848
A1_OUTCOME_ONLY,base_model.model.model.layers.25.self_attn.o_proj.lora_A.weight,2.3165152072906494
A1_OUTCOME_ONLY,base_model.model.model.layers.25.self_attn.o_proj.lora_B.weight,0.0008759118500165641
A1_OUTCOME_ONLY,base_model.model.model.layers.25.self_attn.q_proj.lora_A.weight,2.308668851852417
A1_OUTCOME_ONLY,base_model.model.model.layers.25.self_attn.q_proj.lora_B.weight,0.0009853902738541365
A1_OUTCOME_ONLY,base_model.model.model.layers.25.self_attn.v_proj.lora_A.weight,2.3087222576141357
A1_OUTCOME_ONLY,base_model.model.model.layers.25.self_attn.v_proj.lora_B.weight,0.0005904773715883493
A1_OUTCOME_ONLY,base_model.model.model.layers.26.mlp.down_proj.lora_A.weight,2.3109772205352783
A1_OUTCOME_ONLY,base_model.model.model.layers.26.mlp.down_proj.lora_B.weight,0.000868760165758431
A1_OUTCOME_ONLY,base_model.model.model.layers.26.mlp.gate_proj.lora_A.weight,2.308680772781372
A1_OUTCOME_ONLY,base_model.model.model.layers.26.mlp.gate_proj.lora_B.weight,0.0014147134497761726
A1_OUTCOME_ONLY,base_model.model.model.layers.26.mlp.up_proj.lora_A.weight,2.3107714653015137
A1_OUTCOME_ONLY,base_model.model.model.layers.26.mlp.up_proj.lora_B.weight,0.0016293298685923219
A1_OUTCOME_ONLY,base_model.model.model.layers.26.self_attn.k_proj.lora_A.weight,2.317247152328491
A1_OUTCOME_ONLY,base_model.model.model.layers.26.self_attn.k_proj.lora_B.weight,0.000515037914738059
A1_OUTCOME_ONLY,base_model.model.model.layers.26.self_attn.o_proj.lora_A.weight,2.305332899093628
A1_OUTCOME_ONLY,base_model.model.model.layers.26.self_attn.o_proj.lora_B.weight,0.0009370293701067567
A1_OUTCOME_ONLY,base_model.model.model.layers.26.self_attn.q_proj.lora_A.weight,2.3107028007507324
A1_OUTCOME_ONLY,base_model.model.model.layers.26.self_attn.q_proj.lora_B.weight,0.0009608083637431264
A1_OUTCOME_ONLY,base_model.model.model.layers.26.self_attn.v_proj.lora_A.weight,2.3112339973449707
A1_OUTCOME_ONLY,base_model.model.model.layers.26.self_attn.v_proj.lora_B.weight,0.0005548123153857887
A1_OUTCOME_ONLY,base_model.model.model.layers.27.mlp.down_proj.lora_A.weight,2.3085854053497314
A1_OUTCOME_ONLY,base_model.model.model.layers.27.mlp.down_proj.lora_B.weight,0.0009116227738559246
A1_OUTCOME_ONLY,base_model.model.model.layers.27.mlp.gate_proj.lora_A.weight,2.3129329681396484
A1_OUTCOME_ONLY,base_model.model.model.layers.27.mlp.gate_proj.lora_B.weight,0.001478451769798994
A1_OUTCOME_ONLY,base_model.model.model.layers.27.mlp.up_proj.lora_A.weight,2.3027150630950928
A1_OUTCOME_ONLY,base_model.model.model.layers.27.mlp.up_proj.lora_B.weight,0.0014445792185142636
A1_OUTCOME_ONLY,base_model.model.model.layers.27.self_attn.k_proj.lora_A.weight,2.3090264797210693
A1_OUTCOME_ONLY,base_model.model.model.layers.27.self_attn.k_proj.lora_B.weight,0.0005295209120959044
A1_OUTCOME_ONLY,base_model.model.model.layers.27.self_attn.o_proj.lora_A.weight,2.299899101257324
A1_OUTCOME_ONLY,base_model.model.model.layers.27.self_attn.o_proj.lora_B.weight,0.0008744676015339792
A1_OUTCOME_ONLY,base_model.model.model.layers.27.self_attn.q_proj.lora_A.weight,2.3130197525024414
A1_OUTCOME_ONLY,base_model.model.model.layers.27.self_attn.q_proj.lora_B.weight,0.0009301839163526893
A1_OUTCOME_ONLY,base_model.model.model.layers.27.self_attn.v_proj.lora_A.weight,2.3036835193634033
A1_OUTCOME_ONLY,base_model.model.model.layers.27.self_attn.v_proj.lora_B.weight,0.0005506618763320148
A1_OUTCOME_ONLY,base_model.model.model.layers.28.mlp.down_proj.lora_A.weight,2.307295083999634
A1_OUTCOME_ONLY,base_model.model.model.layers.28.mlp.down_proj.lora_B.weight,0.0008063893183134496
A1_OUTCOME_ONLY,base_model.model.model.layers.28.mlp.gate_proj.lora_A.weight,2.3030893802642822
A1_OUTCOME_ONLY,base_model.model.model.layers.28.mlp.gate_proj.lora_B.weight,0.0014598240377381444
A1_OUTCOME_ONLY,base_model.model.model.layers.28.mlp.up_proj.lora_A.weight,2.3140838146209717
A1_OUTCOME_ONLY,base_model.model.model.layers.28.mlp.up_proj.lora_B.weight,0.00155957683455199
A1_OUTCOME_ONLY,base_model.model.model.layers.28.self_attn.k_proj.lora_A.weight,2.305992603302002
A1_OUTCOME_ONLY,base_model.model.model.layers.28.self_attn.k_proj.lora_B.weight,0.0005640204763039947
A1_OUTCOME_ONLY,base_model.model.model.layers.28.self_attn.o_proj.lora_A.weight,2.3094871044158936
A1_OUTCOME_ONLY,base_model.model.model.layers.28.self_attn.o_proj.lora_B.weight,0.0008608693606220186
A1_OUTCOME_ONLY,base_model.model.model.layers.28.self_attn.q_proj.lora_A.weight,2.3127381801605225
A1_OUTCOME_ONLY,base_model.model.model.layers.28.self_attn.q_proj.lora_B.weight,0.0010195547947660089
A1_OUTCOME_ONLY,base_model.model.model.layers.28.self_attn.v_proj.lora_A.weight,2.304191827774048
A1_OUTCOME_ONLY,base_model.model.model.layers.28.self_attn.v_proj.lora_B.weight,0.0005344512173905969
A1_OUTCOME_ONLY,base_model.model.model.layers.29.mlp.down_proj.lora_A.weight,2.3129279613494873
A1_OUTCOME_ONLY,base_model.model.model.layers.29.mlp.down_proj.lora_B.weight,0.0007396677974611521
A1_OUTCOME_ONLY,base_model.model.model.layers.29.mlp.gate_proj.lora_A.weight,2.306225538253784
A1_OUTCOME_ONLY,base_model.model.model.layers.29.mlp.gate_proj.lora_B.weight,0.0013546859845519066
A1_OUTCOME_ONLY,base_model.model.model.layers.29.mlp.up_proj.lora_A.weight,2.3110406398773193
A1_OUTCOME_ONLY,base_model.model.model.layers.29.mlp.up_proj.lora_B.weight,0.0014804248930886388
A1_OUTCOME_ONLY,base_model.model.model.layers.29.self_attn.k_proj.lora_A.weight,2.3001697063446045
A1_OUTCOME_ONLY,base_model.model.model.layers.29.self_attn.k_proj.lora_B.weight,0.0005127702024765313
A1_OUTCOME_ONLY,base_model.model.model.layers.29.self_attn.o_proj.lora_A.weight,2.3132126331329346
A1_OUTCOME_ONLY,base_model.model.model.layers.29.self_attn.o_proj.lora_B.weight,0.0008287388482131064
A1_OUTCOME_ONLY,base_model.model.model.layers.29.self_attn.q_proj.lora_A.weight,2.308579206466675
A1_OUTCOME_ONLY,base_model.model.model.layers.29.self_attn.q_proj.lora_B.weight,0.0009123157942667603
A1_OUTCOME_ONLY,base_model.model.model.layers.29.self_attn.v_proj.lora_A.weight,2.306523084640503
A1_OUTCOME_ONLY,base_model.model.model.layers.29.self_attn.v_proj.lora_B.weight,0.0004995070048607886
A1_OUTCOME_ONLY,base_model.model.model.layers.3.mlp.down_proj.lora_A.weight,2.304210662841797
A1_OUTCOME_ONLY,base_model.model.model.layers.3.mlp.down_proj.lora_B.weight,0.0007782675675116479
A1_OUTCOME_ONLY,base_model.model.model.layers.3.mlp.gate_proj.lora_A.weight,2.3172388076782227
A1_OUTCOME_ONLY,base_model.model.model.layers.3.mlp.gate_proj.lora_B.weight,0.0014779538614675403
A1_OUTCOME_ONLY,base_model.model.model.layers.3.mlp.up_proj.lora_A.weight,2.312356948852539
A1_OUTCOME_ONLY,base_model.model.model.layers.3.mlp.up_proj.lora_B.weight,0.0015434026718139648
A1_OUTCOME_ONLY,base_model.model.model.layers.3.self_attn.k_proj.lora_A.weight,2.3035008907318115
A1_OUTCOME_ONLY,base_model.model.model.layers.3.self_attn.k_proj.lora_B.weight,0.00042406783904880285
A1_OUTCOME_ONLY,base_model.model.model.layers.3.self_attn.o_proj.lora_A.weight,2.3050689697265625
A1_OUTCOME_ONLY,base_model.model.model.layers.3.self_attn.o_proj.lora_B.weight,0.0007371610263362527
A1_OUTCOME_ONLY,base_model.model.model.layers.3.self_attn.q_proj.lora_A.weight,2.307126760482788
A1_OUTCOME_ONLY,base_model.model.model.layers.3.self_attn.q_proj.lora_B.weight,0.0008446902502328157
A1_OUTCOME_ONLY,base_model.model.model.layers.3.self_attn.v_proj.lora_A.weight,2.305981397628784
A1_OUTCOME_ONLY,base_model.model.model.layers.3.self_attn.v_proj.lora_B.weight,0.00048602366587147117
