task_id,split,recon_ok,recon_error,recomputed_call_count,declared_call_count,call_count_agrees,n_nodes,n_edges,depth,n_roots,n_leaves,n_join_nodes,n_fan_out_nodes,n_reused_outputs,n_late_edges,max_reference_distance,mean_reference_distance,n_parallel_branches,critical_path,recomputed_primary_pattern,recomputed_satisfied_patterns,undecidable_patterns,declared_structural_pattern,pattern_agrees,declared_actual_structural_pattern,actual_pattern_agrees,recomputed_answer_type,declared_answer_type,answer_type_agrees,gold_tool_surfaces,gold_primitives,capability_families,declared_workflow_id,declared_cell_tier,declared_query_mode,question_exact_hash,question_skeleton_hash,question_intent_hash
p42_408759f6679c,train_master_3000,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,classification.scale_adjust_compare,CORE_PROFILE,GRAPH_EXPLICIT,e7a59b63e568de56a1ea31b8c5bb98bd53dbe8592f18a1bb3dbd75a006d4a4ba,29033d14e161993283de864a51a6ff111698c3e2bfdc08967ac49ee2d6239f51,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_93721f848322,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,rates_and_ratios.four_step_adjust_total,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,2e2c7aa7462762efa2ad5514b31d037aa9ad0848e93791fe4ae14d05b5e69cfe,f358d7ca0a8ef391f49a854fbd4d0d6f0b3c30038ea5999777ed0eaed4d08d40,fb5b164951c0df732c54e401670f34c972528a3461d2f95f0c4f49518e2f2bcf
p42_8a50426dedc5,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,shrink_by_rate|combine_amounts,decrease_by_percent|add,arithmetic.binary|arithmetic.binary,commerce.discount_then_fee,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,18986222f8693f8c7edc0d5786dc7905980e6a9909f84ddafdcde768be710eb6,c3dc710d49ae19d648acb5a8a245eb91db13543c3938197fe03196d5546b5560,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_8eabd68a3d8c,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,rates_and_ratios.grow_then_add,CORE_PROFILE,DOMAIN_GROUNDED_IMPLICIT,41f4303a408a7123882f0f9f87f6ee74845b7fad7d1251f321e2d50eb343ded8,f28a920e91be9af8e6d2527fd11cf436d45978a338fb2c4ba65e93daf7792967,dfd2046662c14f3f0a5e83242ca206f0a2bab970f7b58dec14a6e0564ec9e94d
p42_eb94c5aea4de,train_master_3000,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.six_step_pipeline,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,646c90fc7e2897573da7b51fef1e0b026b53ef1d1528ed83b39e1c3b6a9f2381,2bb1b6181046b247c9b3bce1c195e1da490d374508f5a5df1a53c3d0a7e55663,fcb7944fb1580c6203a8bacd9584213654a6fb7d99a9ceea1af8ac5e5586adc3
p42_eefe78b79a63,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,quality_control.grow_then_add,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,6f849a79fae5100877037ca814a33af11081d55abba614a092073dabde18ba82,8db15227182eb432ad7176f629368146494b74af0311a0c9a3e2250d72e40118,bf6a2235b91f0319e9af3a4d40e066185b8bfc1b26a420f1770cbe5977d434df
p42_56186b1042bd,train_master_3000,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,energy.six_step_pipeline,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,62508ad1a4b7be07fc6e1f1e5894e6914b978d649fd8181b230b3225dbac803d,d6c55cb2559a29e2922799cd82ab904168a10c574498cd268f81d7e9ab4dc48d,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
p42_4b840bd47b36,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.four_step_adjust_total,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,e569d25bb55f581c10d653c25e98fba3921265b05d4e8f5a7dc0b0935e1a4618,b7993bb2e32673d160fac431ae3b20512e0b42708c1f9762b0ad2473bcc81a97,7ad6704df2d63a884b8177de5244b05254ab7be8cedc1613330423b34bbf9858
p42_98d5e880ebf8,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,measurement.grow_then_add,CORE_PROFILE,SEMI_IMPLICIT,28d4ddbc601ab8fc65de42a89e8650564862efbcc20c6175c56467b6c25a666f,b9f881749fbb41331bc56aacb120bf54a304884523c47a3d375dc4635ef05e8a,bf6a2235b91f0319e9af3a4d40e066185b8bfc1b26a420f1770cbe5977d434df
p42_82e695ff8ee4,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,shrink_by_rate|combine_amounts,decrease_by_percent|add,arithmetic.binary|arithmetic.binary,commerce.discount_then_fee,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,eeaef7f27e7f809d881b76a0882e3cd7366e416700b7e254643038e452a716aa,d9b83f8022e171863687417804a725e57baf33958634563b7c3c6a1de0a42545,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_62a5b9b35a0b,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,travel_distance.four_step_adjust_total,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,b61086474f809fe54f646e290b75b14a076df172b1e90a628a84d2f15d50cd1c,6a0e60788fd18b3e8bc9511f5cad8e05a00b91a0bcde062ddcfb7466e853b6f1,e7756da0e0dcfdb46996de35b1753599e3364da1af4b5e2cd359c8e7a61c54a7
p42_86dd93c03916,train_master_3000,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.six_step_pipeline,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,cf71fa1001cfc637b5da53f50bce8ad9ac80bac6223bdcccf5c7717f157332f5,ab994d87b7a1d92f5b5a0e03b6d7e3322bda0fc332e2cbdf4d70961260aad3d3,fcb7944fb1580c6203a8bacd9584213654a6fb7d99a9ceea1af8ac5e5586adc3
p42_66afce605d7b,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,portion_by_rate|reduce_amount,percent_of|subtract,arithmetic.binary|arithmetic.binary,commerce.portion_then_remaining,CORE_PROFILE,SEMI_IMPLICIT,8bf1f5fe0aab7cad4517234b0b95a4f1292310770d761616cb8a1c9ecec33a87,4a5faf967fa56c9c1d853f4e291074d60f348c1873abc6033d4f9d890c905bbc,08f6e90f1fec26a4d6e248c38b82a4eab1a3b45d4978d6eb5ad1d1b1061b4e55
p42_efaf25c41f45,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,rates_and_ratios.four_step_adjust_total,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,314e033cd6eabdd1e10b850193c799608d08b763c7d4d7a2ac58c78c33458ca4,f358d7ca0a8ef391f49a854fbd4d0d6f0b3c30038ea5999777ed0eaed4d08d40,fb5b164951c0df732c54e401670f34c972528a3461d2f95f0c4f49518e2f2bcf
p42_8c0bc16bc470,train_master_3000,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,statistics.six_step_pipeline,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,bc7ce9d00a4ea0e78b41215079b125768894a5a508e4af18952a68f8f3fd58cd,216d82a2b2071b4475511e16f194d472c6cd1c043a6317a82c5545cef80eb5a9,b751501e1c00f44c8dc47cec2258fa99b91a6f6f667ba615692576aa2bed611d
p42_a9386ba5c6d1,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,measurement.grow_then_add,CORE_PROFILE,SEMI_IMPLICIT,2201d3db057057c1f1d9cfac9940971db233757454a14e9e0d0a2eb775859f53,d7e97addda34ab610a5dc91abc2ac43843f754f32e38637629ebd92a40dfceb1,bf6a2235b91f0319e9af3a4d40e066185b8bfc1b26a420f1770cbe5977d434df
p42_bcae15528205,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,commerce.four_step_adjust_total,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,2a8fa132ea19369e113d021c1ed18c095ee78a470e95a0931dc4629548e77a0b,50bd12cd6178ffec73697e1fe0b2f30fa809d3dd0ec342221c68313757ce0dfa,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_55a152c09dd6,train_master_3000,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,file_path.scale_adjust_compare,CAPABILITY_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,4166fb6b5da1df966b735c2d76cc3eb5937543dbec0fb8e44706e738000040ff,e3aad63c72f32d327371a79d84bcce892345c35cec1134f78488bb4df2fc406f,26ce3ab3e835407ef6493efe1800b8b63e2ae901b7fbe70d25e09fc21bfab1f4
p42_82c3f9ba8754,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.four_step_adjust_total,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,066e7f82bc8ccd03e96354727b611c71acd143f8b6a2708609253315a7b75f32,de73057a72ebda287a7586f89c1b23fb90de06722e4995c8fea97851eb22e82a,7ad6704df2d63a884b8177de5244b05254ab7be8cedc1613330423b34bbf9858
p42_25d8dd28c56f,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,statistics.grow_then_add,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,b3c6b97e3111130337457dd34813b5d048ce13ddfbaac5f5662a9f7c1c590a46,cdc4dce5ab21d149aa0a1afbef050a95538be6b00742ab239ea785c6b3674e6b,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_2c63e44536cf,train_master_3000,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,geometry.scale_adjust_compare,CORE_PROFILE,GRAPH_EXPLICIT,1ecce820a669b9d1f92c3f10d9ce0dad6d62813e2bd182c445601c698e1a23d3,5e50b46115f438383bf20c7d1ce25e0953e4b250ce9bdbd3f7dc737a6a1e6a73,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_ac827628fe27,train_master_3000,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,geometry.scale_adjust_compare,CORE_PROFILE,GRAPH_EXPLICIT,ff0663cc2e847622315380a36c0c910eec3e321a3c035c32ba3c240c6ed8bd43,7f598438514235b021b62a39c5cf5ca58c81f3e5015f73369430465758d808a2,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_9f9c35912897,train_master_3000,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,date_time.scale_adjust_compare,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,fd88dc28ffd5d976e8bcf1670e013582f8eca0a8aef587789ae2315455db7897,3eab6956308520003bb416311428d229628cb02e7d07f2250459bf1bfa9f2b58,26ce3ab3e835407ef6493efe1800b8b63e2ae901b7fbe70d25e09fc21bfab1f4
p42_f284be1448fa,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,travel_distance.four_step_adjust_total,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,b886d68a1ddb26461bdef405a8f857abff93c16b321e262b5693cfbee0671c80,06414d8e0900c1c2fe78c87c76df1428da569e70cecbb5aa36c5df9febda21d4,e7756da0e0dcfdb46996de35b1753599e3364da1af4b5e2cd359c8e7a61c54a7
p42_b1ab1079cf4b,train_master_3000,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,commerce.six_step_pipeline,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,3b4edce6bbf3e9a3efd217156008338f99cecb7e2ed27ea073231d7cccf1575e,35dc757c19725f0de03f8130f1aad48774c0c24aeba335021328480cb13d68e7,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
p42_4a0f4032d096,train_master_3000,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,commerce.six_step_pipeline,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,4f02d50c977e06906d2000b5f7aee1ee89236be204aa6a1d5230710fc5a8ee36,35dc757c19725f0de03f8130f1aad48774c0c24aeba335021328480cb13d68e7,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
p42_7275c5eb5dce,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,inventory.shrink_then_compare,CORE_PROFILE,SEMI_IMPLICIT,b8deb0ab2bff46523ae15a484a32e364841d7c7b5609c0b5ae73e61d5593aaaa,1c70681a16f19c9408c18aa114477650156b96523c7e0cd84f455f96e6e39714,bf6a2235b91f0319e9af3a4d40e066185b8bfc1b26a420f1770cbe5977d434df
p42_a489da004224,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,commerce.shrink_then_compare,CORE_PROFILE,DOMAIN_GROUNDED_IMPLICIT,4d9881605bbbb21cfb0ed908e4e0025379b842df94158dddcafcd6c91567573b,5ef2bbfa522e230843e1c9791bc757da798ef1aa0e261dccabf55a4e8d569c4e,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_6e7d4be4230a,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,rates_and_ratios.four_step_adjust_total,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,84f5e6614e6f8c0bbc2d0ee1676556dbac3dccf7955a93598ab2115cc0371f4f,f358d7ca0a8ef391f49a854fbd4d0d6f0b3c30038ea5999777ed0eaed4d08d40,fb5b164951c0df732c54e401670f34c972528a3461d2f95f0c4f49518e2f2bcf
p42_31503ca31b3b,train_master_3000,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,measurement.six_step_pipeline,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,338cd066235d7a837b457d4685415eceac472d49af3a83de49345575e9e0dc54,e8416eb0b6380b1e2253120b60111cacc87ba4f9c353e583ec7257fba35cef51,d46947ba3c21ea658463e57a0fe2a2b18f119deb384e41ccb412ff5a65c9aebc
p42_3d0a47b11390,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,resource_allocation.grow_then_add,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,2099b455bd7de4529322b914e8429c8d228bb1a25cc05118c8ab91d17098c900,efbf09e1d6881f3af023c9cee8979f266a4b9e41ca8e6f11bc79596e110c0311,0af461324f8468ac9f874d392862f3c380fac0b9e8e69b24d93cdaa79db93e0c
p42_cb05413527bd,train_master_3000,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,resource_allocation.four_step_adjust_total,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,e3b8968c84840d6814c5bea4c715193766030df7b0bb21c1fc668117249c8f2d,4eda0b23728b77a7a0a07baab0909f421f81ada7bc56ef8073db1a413010c518,d890cf39df320f391f66617033fb3ca8ba32b7bebf0af579d0be27c22904dcfe
p42_97e507a24396,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,personal_finance.shrink_then_compare,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,00fc6d1099d739894ae3aa41225a0cb706c9d200f5adbe513872ab487474ba8e,8033464f25641eaababfa1f91d7eea5317d7e58e9716c556462260b85ce6bfaa,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_3301b849711a,train_master_3000,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,statistics.six_step_pipeline,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,da0bf40242766832575840615957db2cf379ad7c6067940439c0989104f3e56f,216d82a2b2071b4475511e16f194d472c6cd1c043a6317a82c5545cef80eb5a9,b751501e1c00f44c8dc47cec2258fa99b91a6f6f667ba615692576aa2bed611d
p42_7a332566dbe7,train_master_3000,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,rates_and_ratios.grow_then_add,CORE_PROFILE,DOMAIN_GROUNDED_IMPLICIT,b4543ad8facb2fa8390157d2c288459d475b97df170b4982f40efb70474f568b,f28a920e91be9af8e6d2527fd11cf436d45978a338fb2c4ba65e93daf7792967,dfd2046662c14f3f0a5e83242ca206f0a2bab970f7b58dec14a6e0564ec9e94d
p42_67da8f7f0bbc,train_master_3000,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,text_processing.scale_adjust_compare,CAPABILITY_ENRICHMENT,GRAPH_EXPLICIT,c4e939012f0b24de251d7207e86a0697af9624c61ed94036b57a5e45b27c0de6,1cef2f926ca5c361ec3dd8749633666267f954bdf902f72303add78a9b955ef7,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_dcfd0c794c70,train_master_3000,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,text_processing.scale_adjust_compare,CAPABILITY_ENRICHMENT,GRAPH_EXPLICIT,7e5a5988fdf80dc6458eaa0d7a21ff24b0ca01ca9331611fb191494eff85bb2c,26f0e1e6070e5c780c0fdbe760cf635d4389448f752163a5eb4494879057ebf8,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_dab631114cb0,train_master_3000,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,,,,,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,text_processing.scale_adjust_compare,CAPABILITY_ENRICHMENT,GRAPH_EXPLICIT,eff5294ec4e55a1c4f1d8721d4974848d6fdf6694505c373bfdb65330dab66ff,26f0e1e6070e5c780c0fdbe760cf635d4389448f752163a5eb4494879057ebf8,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
