run,sample_id,official_win,exec_v2_reward,cap_applied,final_answer_pass,executable_trajectory,tool_use_completeness,valid_references,num_successful_calls,num_extra_calls,abl_final_only,abl_final_executable,abl_final_exec_refs,abl_full
partial_s1_e4_react,f76b1983-59a8-4264-9065-ef478e8f3944,0.0,0.0,parse_error,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.0
partial_s1_e4_react,000b6bed-2a29-4199-a359-0e107922a1ff,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,9d85947a-a56d-4cdd-9c4a-d06cba9dad61,1.0,0.933333,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.933333
partial_s1_e4_react,196967d4-1d24-4e2f-92f7-eb39ac2615ad,1.0,0.9,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,48e8440a-804d-425b-b8b9-0699d4b85788,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,19a9aa68-70f0-4b34-9729-8fa8ed17ba46,0.0,0.1,,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.1
partial_s1_e4_react,335daef0-edbe-4bb7-ae22-e68e0d60c81d,0.0,0.35,not_final,0.0,1.0,1.0,1.0,6,1,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,3cf3dbc8-516f-4a4b-b6f0-fe69ca806725,1.0,0.891667,,1.0,1.0,0.3333,1.0,2,0,1.0,1.0,1.0,0.891667
partial_s1_e4_react,038d6798-cb67-4083-8293-acf7a4719d36,1.0,0.991667,,1.0,1.0,1.0,1.0,6,0,1.0,1.0,1.0,0.991667
partial_s1_e4_react,b7a49346-8333-4c96-9ed8-9dca8f299089,0.0,0.0,parse_error,0.0,1.0,0.3333,1.0,1,0,0.0,0.266667,0.352941,0.0
partial_s1_e4_react,368861a1-8382-4f9e-8574-1f9d7ad05f3e,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,d68f72eb-874c-4304-afe3-f7739de46e8f,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,8917020a-8354-4100-8b7a-6c06c6428b57,1.0,1.0,,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,01548212-310b-4162-89b2-ec5b92b02811,0.0,0.0,parse_error,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,3f65525e-d400-455f-b5b1-5139d3264086,1.0,0.916667,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,1163aa42-d931-4ae3-a9af-3800e1200319,1.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.1579,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,2c098c15-d9f0-4e9b-8354-0cfa5d624e8e,0.0,0.35,not_final,0.0,1.0,1.0,1.0,3,1,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,30f68c04-c3c2-4c38-8905-8d215cea46be,1.0,0.86875,,1.0,1.0,0.125,1.0,1,0,1.0,1.0,1.0,0.86875
partial_s1_e4_react,8a0bd56f-714e-4ff1-a0e6-2afd620f7cb4,1.0,0.97,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.97
partial_s1_e4_react,f23c3b8c-1ca9-42f3-a040-dce72b65aa28,1.0,0.946667,,1.0,1.0,1.0,1.0,4,1,1.0,1.0,1.0,0.946667
partial_s1_e4_react,8e557b55-c268-4566-9210-96b3dc488ea2,1.0,0.883333,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.883333
partial_s1_e4_react,660884b5-c6aa-4c3b-a428-822a9ac3bb13,1.0,0.883333,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.883333
partial_s1_e4_react,08109767-7012-45de-9db3-b1f8f1ce3e73,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,2570300a-af5a-4e4c-baa7-a5da634ac67c,1.0,0.9,,1.0,1.0,0.5,1.0,2,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,22040b6d-3b03-4762-a3bb-9688fac0fd97,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,1853ad03-a772-48e3-986a-8e6f18dee06b,0.0,0.35,not_final,0.0,1.0,1.0,1.0,3,1,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,aa008c03-bdd9-42df-9198-ea79e1698894,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,c9cabae3-811e-4e9f-87d8-92cb861e3045,0.0,0.25,executor_error,0.0,0.8,1.0,1.0,4,1,0.0,0.213333,0.305882,0.25
partial_s1_e4_react,ab4a4b92-0bd4-4e4a-95f6-c0ca1ec5572d,1.0,0.933333,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.933333
partial_s1_e4_react,36ac0316-5e89-40e1-b85a-3dfc02daf78e,0.0,0.0,parse_error,0.0,1.0,0.25,1.0,2,0,0.0,0.266667,0.352941,0.0
partial_s1_e4_react,e83e24b8-83e4-43dc-a666-682e39a344f1,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,5a0b4b07-f111-457d-ac9d-f765b3cd562f,0.0,0.25,executor_error,0.0,0.75,0.75,1.0,3,0,0.0,0.2,0.294118,0.25
partial_s1_e4_react,e1f26f6b-c1c4-45f7-a6db-e231feea75c0,0.0,0.1,,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.1
partial_s1_e4_react,38c424e0-0880-4e33-b18c-b363b98246a7,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,05e066ff-e829-4ff9-b8fe-a9bf5264c2a2,0.0,0.1,,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.1
partial_s1_e4_react,988c9c3a-9331-4da2-b131-b9da2c2926e6,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,7650dc66-cc9c-4ae4-95d6-4053a8765029,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,b1706900-e187-49c5-ace6-8cbfc5fbd566,1.0,0.892857,,1.0,1.0,0.4286,1.0,3,0,1.0,1.0,1.0,0.892857
partial_s1_e4_react,c0aa6d66-e540-49d5-b7ef-89d6e5fd57df,1.0,0.875,,1.0,1.0,0.25,1.0,1,0,1.0,1.0,1.0,0.875
partial_s1_e4_react,dcf4ebe0-fe44-4269-9bdf-b50178af7aff,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,17d51682-6eff-4e65-9961-ac33c0307bdf,1.0,0.883333,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.883333
partial_s1_e4_react,3822b257-b99e-47cd-8dca-51a8dee5f7a0,0.0,0.0,parse_error,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,d0b81e07-1120-4d16-bb30-210922380178,1.0,0.95,,1.0,1.0,0.8,1.0,4,0,1.0,1.0,1.0,0.95
partial_s1_e4_react,ecdc79e0-a18e-4581-bccd-ee0f2145f69a,0.0,0.111667,,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.111667
partial_s1_e4_react,97300cf8-f572-478b-9c89-9900dd3a9eba,1.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.4444,1.0,4,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,0335ed3e-e613-420b-a07a-9d481b2a791e,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.28,1.0,7,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,522157eb-3858-46ea-9052-f0b2e73bf024,0.0,0.1,,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.1
partial_s1_e4_react,5da516a1-715a-4249-9f59-3b3d30e1b82d,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.1667,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,acdd32d7-f477-4543-99b3-3604fe7b47c6,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,976a52cc-5d65-454d-9d51-70a6aa3468f2,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,85cb5da8-6a78-4be2-abc7-35280d59cf52,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,c8266f26-e536-4db5-b0d6-382bfd0a91d3,1.0,0.864286,,1.0,1.0,0.1429,1.0,1,0,1.0,1.0,1.0,0.864286
partial_s1_e4_react,05ac6aae-4022-49c9-ad2e-f89dcb79be11,0.0,0.35,not_final,0.0,1.0,1.0,1.0,4,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,bcc25b6a-5c82-414a-9c40-80f86dac6061,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,524b4aba-e540-42ce-aa1d-894d676534a1,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,b3e268c9-2465-41d5-ba04-adfe860d791f,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.4,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,aea2a038-4419-4271-ab86-99b06272b673,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.2,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,7da0f6e7-2a24-4fa8-b48d-cc84cae3e578,1.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,54c289de-094e-41c8-8927-e8e4654b7a81,1.0,0.9,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,d0a3fac9-1de9-4f4b-b0df-93bb965567f5,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.1875,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,4156224c-b760-4b07-9ab2-2835fff4d77d,0.0,0.25,executor_error,0.0,0.8,0.5714,1.0,4,0,0.0,0.213333,0.305882,0.25
partial_s1_e4_react,5e70ec6f-c975-4390-b92f-ef6d30d29f51,0.0,0.25,executor_error,0.0,0.5,0.3333,1.0,1,0,0.0,0.133333,0.235294,0.25
partial_s1_e4_react,70666870-66fb-462b-96b1-2739e36a0f60,0.0,0.93,,1.0,1.0,1.0,1.0,5,1,1.0,1.0,1.0,0.93
partial_s1_e4_react,21d13279-bf86-4ffe-92fd-c65f65389f43,0.0,0.35,not_final,0.0,1.0,1.0,1.0,3,1,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,1e9cc106-de96-423d-a75f-e5d9bc48e150,1.0,0.966667,,1.0,1.0,0.8333,1.0,5,0,1.0,1.0,1.0,0.966667
partial_s1_e4_react,04738948-d434-4928-9552-85c7d887353a,1.0,0.9675,,1.0,1.0,1.0,1.0,5,1,1.0,1.0,1.0,0.9675
partial_s1_e4_react,8de7580b-2f9f-4516-a3bd-4b5933ca1e2e,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,622916b4-95b3-4a78-a1f1-54153ac0d69a,1.0,0.9375,,1.0,1.0,0.75,1.0,3,0,1.0,1.0,1.0,0.9375
partial_s1_e4_react,828f87fe-f7dc-4377-8bf2-407cd471f8a6,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,85d50e47-7050-4efe-8021-9a15881ad2fb,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,8f70de5f-9164-497a-998a-468725b2e7a2,0.0,0.35,not_final,0.0,1.0,1.0,1.0,3,1,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,aca13c04-25c4-452c-8ce5-f9ac7668a980,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,77a0e4ff-a6e6-429f-a945-b82daa6852fb,1.0,0.983333,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,0.983333
partial_s1_e4_react,1b79e333-e3fc-4292-9d59-987fc3b606f8,1.0,0.869231,,1.0,1.0,0.1538,1.0,4,0,1.0,1.0,1.0,0.869231
partial_s1_e4_react,3b98a2de-9a2c-46d8-8a0a-3bdb46a33559,1.0,0.9625,,1.0,1.0,0.75,1.0,3,0,1.0,1.0,1.0,0.9625
partial_s1_e4_react,368e77a6-d8f8-472b-bfc7-0265927738f4,1.0,0.875,,1.0,1.0,0.25,1.0,1,0,1.0,1.0,1.0,0.875
partial_s1_e4_react,232ab8ef-d590-4f29-9225-548ca132f893,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,1b7ed220-f588-4dc7-a7a7-565b9e727a78,1.0,0.955,,1.0,1.0,1.0,1.0,7,1,1.0,1.0,1.0,0.955
partial_s1_e4_react,537aefe1-0523-46ff-a08c-e6657a622fa5,1.0,0.97,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.97
partial_s1_e4_react,be7b0778-1841-4471-9f80-613efe663bdd,1.0,0.9,,1.0,1.0,0.5,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,412f9435-86fc-4aaa-8005-a082caefbd69,1.0,0.9,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,b0a67986-970c-4373-9f9a-4be7903ce16f,1.0,0.9,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,449a8672-1f24-4e89-9e8d-70661d89a8eb,1.0,0.8875,,1.0,1.0,0.25,1.0,1,0,1.0,1.0,1.0,0.8875
partial_s1_e4_react,d7b21141-9c2a-4853-a4e7-cf34c1a1be48,1.0,0.97,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.97
partial_s1_e4_react,266ec704-de4a-42a9-b0fe-5bded7b4ed40,1.0,0.97,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.97
partial_s1_e4_react,07a90e1e-0558-4e89-a376-cd7fa2b4ddf5,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.0769,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,d6bd765f-9551-4099-8b2a-da154e0cf2aa,1.0,0.87,,1.0,1.0,0.2,1.0,1,0,1.0,1.0,1.0,0.87
partial_s1_e4_react,fc783b3f-ceb7-4705-bfb8-04a9634bd5ba,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5385,1.0,7,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,1c055a2e-5491-46d7-aa89-b52d6c44c2d4,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,f905138a-f657-4ab0-a9f9-b17fd5854b4f,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,d3e7ab97-f4de-4beb-9952-97af86fb05ef,0.0,0.975,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.975
partial_s1_e4_react,cffae660-6fc6-4c48-8bfc-51be4385eb41,1.0,0.9,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,8ecad92c-4bed-41f6-9f33-928461657a5d,0.0,0.0,parse_error,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,c3897a83-c732-4035-ba9e-558436c70b9a,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,199540f3-fbe0-4dc9-9dc3-eaf5d71960f9,1.0,0.963333,,1.0,1.0,1.0,1.0,4,1,1.0,1.0,1.0,0.963333
partial_s1_e4_react,3c51a111-39ad-468b-aeec-4e6c6a2e03b0,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,370cba6c-f86f-4d80-a269-2c26578acd1a,1.0,0.8875,,1.0,1.0,0.25,1.0,1,0,1.0,1.0,1.0,0.8875
partial_s1_e4_react,41cbe4ff-49e3-47dc-8c87-9aeff22d569a,0.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,c3cbcd83-eeb9-4b3d-b9a8-a059a1eb1806,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,4e61f6d0-cfaa-4294-8546-1f58dfc56f88,1.0,0.891667,,1.0,1.0,0.3333,1.0,6,0,1.0,1.0,1.0,0.891667
partial_s1_e4_react,6a549a5e-f4b7-4a61-b19b-ada0e218b412,1.0,0.89,,1.0,1.0,0.4,1.0,2,0,1.0,1.0,1.0,0.89
partial_s1_e4_react,d2d05565-b02a-45a2-b3fc-68171239efd1,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,76de8525-048b-4209-8867-48bfb6ff6fa8,1.0,0.916667,,1.0,1.0,0.5,1.0,3,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,b9a91e98-e385-4cc8-ba87-9ce7f97d3fbb,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,9a23a3ec-0f70-4acf-867f-1a82c0ca5b17,1.0,0.907692,,1.0,1.0,0.4615,1.0,6,0,1.0,1.0,1.0,0.907692
partial_s1_e4_react,9ecefde1-85a5-4e50-948e-ee9c2bbf414f,1.0,0.95,,1.0,1.0,0.75,1.0,3,0,1.0,1.0,1.0,0.95
partial_s1_e4_react,6e0c6b76-ff08-4f6a-b461-32ebd84804a3,1.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,31ad35eb-a8a3-4995-b003-7e92b8bb0375,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,88ebc0f8-ac16-4730-88cf-6e6204267ad6,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.625,1.0,5,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,a5446ce3-edec-4898-b802-cc9b4c5864b6,1.0,0.89,,1.0,1.0,0.4,1.0,2,0,1.0,1.0,1.0,0.89
partial_s1_e4_react,13ccade6-a862-4e14-aab5-f3e0baca0a5e,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,e82737ff-a667-46b4-8b1d-1e16b1785911,1.0,0.92,,1.0,1.0,0.6,1.0,3,0,1.0,1.0,1.0,0.92
partial_s1_e4_react,8ee6619d-4344-417e-a2bb-dbbd84fa3396,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,9ce7a335-7071-4714-9f76-8cb1c34e432a,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.1333,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,1fdcc183-f3ca-49ca-b7d9-2a8466034136,1.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,d9781e04-9dcb-442b-944b-b7a1bf9c5ab1,0.0,0.0,parse_error,0.0,1.0,0.25,1.0,1,0,0.0,0.266667,0.352941,0.0
partial_s1_e4_react,af2e5ab1-979e-48ac-af4f-d35487975b62,1.0,0.92,,1.0,1.0,0.6,1.0,3,0,1.0,1.0,1.0,0.92
partial_s1_e4_react,3ccc5de6-a0ef-4ef2-90b5-bd9bbf562ec1,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.25,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,cbf86830-fe0a-4c67-9ac5-b88acf6f5ce3,1.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,30af9f02-7490-4c7f-be99-e2f99fc57f62,1.0,0.868182,,1.0,1.0,0.1818,1.0,4,0,1.0,1.0,1.0,0.868182
partial_s1_e4_react,917509f7-2a88-4645-8674-e01ae1268a8f,1.0,0.883333,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.883333
partial_s1_e4_react,93e745d3-c539-4e45-8f05-1f7d0aa3db88,1.0,0.0,parse_error,1.0,1.0,0.2,1.0,3,0,1.0,1.0,1.0,0.0
partial_s1_e4_react,e298e090-b25d-45f0-85c3-5ec7e8a1a89b,1.0,1.0,,1.0,1.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,f29d7031-a1cc-45f5-8bb1-6be4c4459be3,1.0,0.9125,,1.0,1.0,0.5,1.0,6,0,1.0,1.0,1.0,0.9125
partial_s1_e4_react,2a2913fd-33a1-441c-8c16-e7bd17808144,0.0,0.25,executor_error,0.0,0.6667,0.6667,1.0,2,0,0.0,0.177778,0.27451,0.25
partial_s1_e4_react,01b4eab5-4d33-4a71-86f9-64a481dfa37a,1.0,0.91875,,1.0,1.0,0.625,1.0,5,0,1.0,1.0,1.0,0.91875
partial_s1_e4_react,c2a02020-8437-4769-b48d-7e28d94eb5f2,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,1a95ac9a-3832-4f34-9b24-c5b7f210d666,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.75,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,506f0686-a27d-4bd6-92a3-c8431fb09caf,1.0,0.0,parse_error,1.0,1.0,0.6667,1.0,4,0,1.0,1.0,1.0,0.0
partial_s1_e4_react,bad6b508-b6c5-48df-8c07-dbbac3bed333,1.0,1.0,,1.0,1.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,006149a7-ec8c-488c-ac5a-9bbee51391d6,0.0,0.35,not_final,0.0,1.0,1.0,1.0,3,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,8954bf4e-0de5-4497-8b91-09e6e039d6b6,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,53f77900-b797-4863-973f-57ff47eaac69,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,7a4c25c4-4318-4b6e-97e2-7f0708daf97f,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,62dd29bd-6d1b-4da8-a552-21bde76705ab,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,38649301-8551-47e5-adbb-d4323b844d6f,0.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,da46227c-4bf7-4f1c-b22c-2d92cfb5d8ca,1.0,0.966667,,1.0,1.0,0.8333,1.0,5,0,1.0,1.0,1.0,0.966667
partial_s1_e4_react,168257a8-a944-4dbc-8ae6-9b183edb9018,0.0,0.0,parse_error,0.0,1.0,0.6,1.0,3,0,0.0,0.266667,0.352941,0.0
partial_s1_e4_react,6a9f6952-e49e-4cd1-94e3-122e9d453aa6,1.0,0.866667,,1.0,1.0,0.1667,1.0,1,0,1.0,1.0,1.0,0.866667
partial_s1_e4_react,9972be09-3726-4c26-bff2-e4366b2b70a6,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,0b8c39be-fcda-4d8c-b2d9-710a48d8d955,0.0,0.23375,,0.0,0.5,0.25,1.0,1,0,0.0,0.133333,0.235294,0.23375
partial_s1_e4_react,fde10026-a75e-44d5-ba81-adc9510c5c22,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.625,1.0,5,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,e3c7eb1a-dd01-45b2-9a48-bd0d4c44ad47,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3636,1.0,4,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,17d9feee-c5aa-43dd-a0d8-b014458db3ba,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,25a74db4-c7b7-48c7-ab23-76bf679487fd,0.0,0.0,parse_error,0.0,1.0,0.5,1.0,2,0,0.0,0.266667,0.352941,0.0
partial_s1_e4_react,6ebdc2c3-1311-42b0-a856-b6a8093f98fe,1.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,8ab8241e-cdd2-4743-b1f8-dcebf5614144,1.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,4,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,9e370e34-2cac-4df3-80dd-7d8142fc7c88,0.0,0.25,executor_error,1.0,0.5,0.5,1.0,1,0,1.0,0.866667,0.882353,0.25
partial_s1_e4_react,c2145e21-7a24-4dbb-a9b1-c8948147f0d9,1.0,0.866667,,1.0,1.0,0.1667,1.0,1,0,1.0,1.0,1.0,0.866667
partial_s1_e4_react,6e091b41-13a2-4a4a-b4d9-105cf1b9ef85,0.0,0.35,not_final,0.0,1.0,1.0,1.0,3,1,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,f3b896fd-1e1a-418d-9030-c54cde5f4574,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.75,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,2b837d55-e28b-4101-aba9-0f5bb4a2bfdf,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,2b328f6f-30b3-46fe-a6d8-c51dd8720977,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,49425cf8-7391-4668-9cd1-62001d13b42e,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,d22678f7-c04c-48a6-8556-fb2d314dfb3b,0.0,0.25,executor_error,0.0,0.5,0.5,1.0,1,0,0.0,0.133333,0.235294,0.25
partial_s1_e4_react,85ee192d-9b18-47b8-8f8f-e99639042c19,1.0,0.96,,1.0,1.0,0.8,1.0,4,0,1.0,1.0,1.0,0.96
