task_id,gold_call_count,gold_motif,gold_first_tool,C0_win,E1_win,E2_win,C0_failure,E1_failure,E2_failure,C0_num_calls,E1_num_calls,E2_num_calls,C0_first_tool,E1_first_tool,E2_first_tool,C0_executable,E1_executable,E2_executable,transition
23ad8f56-aeec-4264-93fb-02df5aa7c50e,2,linear_dependency,trim_trailing_dot,True,True,True,success,success,success,2,2,2,trim_trailing_dot,trim_trailing_dot,trim_trailing_dot,True,True,True,stable_win
23fb2017-6788-4dc2-a28a-403c6b473adb,4,fan_in,divide,True,False,False,success,parse/format error,"correct keys, wrong argument values",2,1,2,multiply,divide,multiply,True,True,True,lost_after_E1
24288ec0-758f-48d2-8e76-ce42e70cbf8d,3,independent_calls,bitwise_lowest_set_bit_retrieval,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,3,3,3,bitwise_lowest_set_bit_retrieval,bitwise_lowest_set_bit_retrieval,bitwise_lowest_set_bit_retrieval,False,False,False,stable_loss
24a1101f-819c-4ca7-a4e4-e7dee741c4f6,4,linear_dependency,multiply,True,True,True,success,success,success,4,3,4,multiply,multiply,multiply,True,True,True,stable_win
24ae4dc9-6d14-426d-8a74-b148e2546e4d,2,linear_dependency,generate_method_name,True,True,True,success,success,success,2,2,2,generate_method_name,generate_method_name,generate_method_name,True,True,True,stable_win
24bb3a2d-ec01-49dd-8441-44f3134679b8,6,long_chain,subtract,False,False,True,"correct keys, wrong argument values","correct keys, wrong argument values",success,5,5,6,subtract,subtract,subtract,True,True,True,gained_after_E2_only
25558ef9-4c6d-4de8-b3a4-a1f4bf6eb7b9,4,fan_in,divide,True,True,True,success,success,success,1,1,1,multiply,multiply,multiply,True,True,True,stable_win
25632e5c-db71-4cc7-a47b-b41c35a1d514,3,linear_dependency,divide,True,True,True,success,success,success,3,3,3,divide,divide,divide,True,True,True,stable_win
2570300a-af5a-4e4c-baa7-a5da634ac67c,4,linear_dependency,divide,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
25710d2f-620b-4da5-b405-6f91811cc366,7,long_chain,subtract,True,True,True,success,success,success,5,4,5,add,add,add,True,True,True,stable_win
25797860-12b0-49be-a53e-e8b0933e0900,3,linear_dependency,rectangle_area,True,True,True,success,success,success,3,3,3,rectangle_area,rectangle_area,rectangle_area,True,True,True,stable_win
25a74db4-c7b7-48c7-ab23-76bf679487fd,4,fan_in,add,False,False,False,"correct keys, wrong argument values",executable trajectory ending wrong result,"correct keys, wrong argument values",2,2,3,divide,multiply,divide,True,False,True,stable_loss
2627d4f3-d25c-4cf9-9653-5d029ee32b4a,3,linear_dependency,subtract,True,True,True,success,success,success,1,1,1,multiply,multiply,multiply,True,True,True,stable_win
262ed5c8-1e4b-45b0-ae60-13ef3433b303,3,fan_in,add,True,True,True,success,success,success,2,2,3,subtract,subtract,subtract,True,True,True,stable_win
2657c4d9-92c5-4217-8893-e0614028498a,2,linear_dependency,kmers,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,2,2,2,kmers,kmers,kmers,False,False,False,stable_loss
266ec704-de4a-42a9-b0fe-5bded7b4ed40,2,linear_dependency,last_occurrence,True,True,True,success,success,success,2,2,2,last_occurrence,last_occurrence,last_occurrence,True,True,True,stable_win
27468e82-a565-4ac8-861b-13a7170839e9,3,fan_in,choose,True,True,True,success,success,success,3,3,3,choose,choose,choose,True,True,True,stable_win
2795c8df-921d-4311-b6d4-ece1204f2ef5,7,long_chain,divide,True,False,False,success,parse/format error,parse/format error,3,2,2,divide,divide,divide,True,True,True,lost_after_E1
27ce6fb4-422d-4803-8744-2984b5bca434,2,linear_dependency,subtract,False,False,False,too few calls,too few calls,too few calls,1,1,1,subtract,subtract,subtract,True,True,True,stable_loss
2804303f-3831-4977-8b0f-8298c475c032,2,linear_dependency,add,False,False,False,wrong tool,no tool call,wrong tool,2,0,2,multiply,,multiply,True,False,True,stable_loss
280e037c-5f80-4828-9699-a32ef4d83c0c,3,linear_dependency,multiply,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
2829663a-a30b-420d-a777-ba7c289924c8,4,fan_in,multiply,True,True,True,success,success,success,4,3,4,multiply,multiply,multiply,True,True,True,stable_win
2866f717-aa3b-44b8-b672-a0593d2207a3,6,long_chain,divide,True,True,True,success,success,success,3,3,3,subtract,subtract,subtract,True,True,True,stable_win
287795be-a3e3-4a06-9572-f3438ccbcb34,2,linear_dependency,multiply,False,False,False,"correct tool, wrong argument keys","correct tool, wrong argument keys","correct tool, wrong argument keys",2,2,2,divide,divide,divide,True,True,True,stable_loss
28cc5dca-3281-4afc-949b-f41784c210a4,4,fan_in,divide,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,2,2,2,add,add,add,False,False,False,stable_loss
290efd81-b0ce-44b6-82a3-ed5598b30965,7,long_chain,add,True,True,True,success,success,success,2,2,2,divide,divide,multiply,True,True,True,stable_win
294bfbc7-01f7-45db-86b8-6289f9f11033,2,linear_dependency,repeat_list,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,2,2,2,repeat_list,repeat_list,repeat_list,False,False,False,stable_loss
2961839f-bd25-495a-8d20-5d470b7dbada,2,linear_dependency,get_param_from_uri,False,False,False,"correct trajectory, wrong final answer","correct trajectory, wrong final answer","correct trajectory, wrong final answer",2,2,2,get_param_from_uri,get_param_from_uri,get_param_from_uri,True,True,True,stable_loss
29be7af9-9686-403a-9ae9-ef7f4aec928d,8,long_chain,add,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
29da38b0-234d-4c80-944f-e35040bdd6cb,9,long_chain,subtract,False,False,False,wrong tool,wrong tool,wrong tool,1,1,1,sqrt,sqrt,sqrt,True,True,True,stable_loss
2a028d50-5021-4cbd-9401-e9a949adc1fa,3,linear_dependency,divide,True,True,False,success,success,"correct tool, wrong argument keys",3,2,3,multiply,divide,divide,True,True,True,gained_E1_lost_E2
2a1226e5-e74e-4464-a887-213f4acefc82,3,linear_dependency,multiply,False,True,True,executable trajectory ending wrong result,success,success,3,3,3,multiply,multiply,multiply,False,True,True,gained_E1_kept_E2
2a21551d-1077-4a04-a539-12ee1fd5a86f,3,fan_in,multiply,True,True,True,success,success,success,1,3,1,lcm,multiply,lcm,True,True,True,stable_win
2a22dbc6-0db5-454d-9f51-08ae20dc6d47,2,linear_dependency,subtract,False,False,False,wrong tool,wrong tool,wrong tool,3,3,3,add,add,add,True,True,True,stable_loss
2a2913fd-33a1-441c-8c16-e7bd17808144,3,fan_in,add,True,True,True,success,success,success,3,3,3,add,add,add,True,True,True,stable_win
2a7a31c7-8070-41c1-8d20-84148a705ccc,4,fan_in,negate,True,True,True,success,success,success,2,2,2,multiply,multiply,multiply,True,True,True,stable_win
2a9516d7-fe85-49c4-9d22-d31f22721ded,2,linear_dependency,matrix_multiply_2,True,False,False,success,executable trajectory ending wrong result,executable trajectory ending wrong result,2,2,2,matrix_multiply_2,matrix_multiply_2,matrix_multiply_2,True,False,False,lost_after_E1
2b2c1931-a5c2-44a9-8283-08a4067256c2,4,fan_in,power,True,True,False,success,success,executable trajectory ending wrong result,5,4,1,divide,multiply,divide,True,True,False,gained_E1_lost_E2
2b328f6f-30b3-46fe-a6d8-c51dd8720977,2,linear_dependency,subtract,False,False,False,wrong tool,wrong tool,wrong tool,2,2,2,add,add,add,True,True,True,stable_loss
2b51319c-9997-4760-9111-50cec120c41c,5,long_chain,add,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
2b820d2a-4e43-433b-939c-69e6e8719c57,4,fan_in,add,False,False,False,wrong tool,wrong tool,wrong tool,2,2,2,power,power,power,True,True,True,stable_loss
2b837d55-e28b-4101-aba9-0f5bb4a2bfdf,2,linear_dependency,generate_hyperlink,True,True,True,success,success,success,2,2,2,generate_hyperlink,generate_hyperlink,generate_hyperlink,True,True,True,stable_win
2bb28af9-3cd9-4287-bfe3-c43b74cc6675,2,linear_dependency,index_of_min,False,False,False,"correct tool, wrong argument keys","correct tool, wrong argument keys","correct tool, wrong argument keys",2,2,2,index_of_min,index_of_min,index_of_min,True,True,True,stable_loss
2c098c15-d9f0-4e9b-8354-0cfa5d624e8e,2,linear_dependency,sort_strings_by_number,False,False,False,"correct keys, wrong argument values",executable trajectory ending wrong result,"correct keys, wrong argument values",3,3,3,sort_strings_by_number,sort_strings_by_number,sort_strings_by_number,True,False,True,stable_loss
2c0af534-599e-4ac7-b90a-e29a64323668,5,long_chain,add,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
2c14dd56-bee2-417a-be80-f1ee15e4e9da,3,linear_dependency,subtract,True,True,True,success,success,success,2,2,1,divide,divide,divide,True,True,True,stable_win
2c1f922a-f817-4b89-bb9e-9d24187ce1b5,2,linear_dependency,subtract,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
2c4dad3c-1c93-456b-a172-846d887fe793,4,fan_in,add,False,False,False,"correct trajectory, wrong final answer","correct trajectory, wrong final answer","correct trajectory, wrong final answer",1,1,1,divide,divide,divide,True,True,True,stable_loss
2c503a4d-dca3-4289-9975-27ee9ca0ff4f,3,linear_dependency,multiply,False,False,False,parse/format error,parse/format error,parse/format error,0,0,0,,,,False,False,False,stable_loss
2c787f80-62fe-4cd5-8205-930bb711b22a,3,linear_dependency,add,False,False,False,"correct keys, wrong argument values",too few calls,too few calls,2,2,2,add,add,add,True,True,True,stable_loss
2cc0bbe7-00cb-453f-94d0-c8ba7dc40ad9,2,linear_dependency,stat,False,False,False,"correct trajectory, wrong final answer","correct trajectory, wrong final answer","correct trajectory, wrong final answer",3,3,3,stat,stat,stat,True,True,True,stable_loss
2d151251-59a4-4470-a5ce-2b961771cce9,3,fan_in,multiply,True,True,True,success,success,success,2,2,2,divide,divide,divide,True,True,True,stable_win
2d87c2a9-119e-4dca-a137-bad72526368e,5,long_chain,divide,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
2d889f67-4268-4127-8af8-7412e813208d,6,long_chain,inverse,False,False,False,wrong tool,too few calls,"correct tool, wrong argument keys",6,5,6,add,inverse,add,True,True,True,stable_loss
2d8f19d8-ad3c-4616-87f7-32ea3d1a42f2,2,linear_dependency,get_simplified_fraction,True,True,True,success,success,success,2,2,2,get_simplified_fraction,get_simplified_fraction,get_simplified_fraction,True,True,True,stable_win
2db1d09b-4f85-4b85-be86-7fc2c68477a7,4,fan_in,multiply,False,False,False,wrong tool,wrong tool,"correct keys, wrong argument values",5,5,3,multiply,multiply,multiply,True,True,True,stable_loss
2de63c8e-4a0e-418c-a608-998e6157ba44,5,long_chain,divide,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
2e2575b0-16f5-4b4b-a609-d8455afa3763,3,fan_in,multiply,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
2e458b03-c3d8-4794-8fc6-25f505ecbdc1,3,linear_dependency,multiply,True,True,True,success,success,success,2,2,2,subtract,subtract,subtract,True,True,True,stable_win
2e70b1d4-a123-4c7a-b4a7-3e31ac5cb464,53,long_chain,divide,True,False,True,success,no tool call,success,1,0,1,subtract,,subtract,True,False,True,lost_E1_regained_E2
2e76a708-23a4-4091-bbd5-1ac893b3f389,5,long_chain,add,False,False,False,"correct keys, wrong argument values","correct keys, wrong argument values","correct keys, wrong argument values",2,2,2,divide,divide,divide,True,True,True,stable_loss
2eafdc2f-793b-4847-a6a0-c41366fe30d8,2,linear_dependency,divide,True,True,True,success,success,success,2,2,2,subtract,subtract,subtract,True,True,True,stable_win
2eec5ed9-4c65-43c2-a217-c425bc005381,3,linear_dependency,divide,True,True,True,success,success,success,2,2,2,divide,divide,divide,True,True,True,stable_win
2efdd7cf-4643-427e-bcf3-7288f77d6a9d,4,fan_in,multiply,True,False,False,success,no tool call,no tool call,1,0,0,divide,,,True,False,False,lost_after_E1
2effd81d-6cc7-4291-a06f-ad803a993312,8,long_chain,multiply,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
2f3e431f-95d8-4377-afb9-1e8aec084487,3,fan_in,multiply,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
2fda8d65-cacf-41a7-ac58-3f96be3fdc8b,12,long_chain,multiply,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
2ffc5104-b4b9-4442-9008-e750f89625ce,3,independent_calls,count_bits,True,True,True,success,success,success,3,3,3,count_bits,count_bits,count_bits,True,True,True,stable_win
302eabef-4f96-49db-89c4-e046ff358d50,3,fan_in,add,True,True,True,success,success,success,3,3,3,add,add,add,True,True,True,stable_win
30559c69-6370-4eb4-82e8-724968e008b3,15,long_chain,multiply,False,True,False,wrong tool,success,wrong tool,5,6,5,subtract,subtract,subtract,True,True,True,gained_after_E1_lost_E2
305ae825-5e9c-4983-8207-78dd809cba52,2,linear_dependency,capitalize_first_letter_of_every_word,False,False,False,parse/format error,parse/format error,parse/format error,0,0,0,,,,False,False,False,stable_loss
3088e2b6-0018-431d-90f5-6b138ba676f2,4,fan_in,add,True,True,False,success,success,wrong tool,2,2,1,divide,multiply,subtract,True,True,True,gained_E1_lost_E2
309caad0-09b3-4ebf-8ea8-2456d45ec64c,2,linear_dependency,average_value,True,True,True,success,success,success,2,2,2,average_value,average_value,average_value,True,True,True,stable_win
30af9f02-7490-4c7f-be99-e2f99fc57f62,22,long_chain,factorial,False,False,False,wrong tool,wrong tool,wrong tool,3,3,3,choose,choose,choose,True,True,True,stable_loss
30def804-3937-4b44-b218-1e931d69c494,2,linear_dependency,find_minimum_distance,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,2,2,2,find_minimum_distance,find_minimum_distance,find_minimum_distance,False,False,False,stable_loss
30f68c04-c3c2-4c38-8905-8d215cea46be,8,long_chain,divide,False,False,False,no tool call,parse/format error,parse/format error,0,0,0,,,,False,False,False,stable_loss
3106c0ed-dab3-49f7-88a2-d96f9d28adb3,3,linear_dependency,subtract,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
31140711-d426-4a53-8744-6da34e7122b8,2,linear_dependency,sum_func,False,False,False,"correct trajectory, wrong final answer","correct trajectory, wrong final answer","correct trajectory, wrong final answer",2,2,2,sum_func,sum_func,sum_func,True,True,True,stable_loss
3123b2ac-7a92-4a50-a64d-d513bcfcac5b,4,fan_in,add,False,False,False,no tool call,wrong tool,wrong tool,0,1,1,,divide,divide,False,True,True,stable_loss
3129f9c0-c62b-4e2e-a3a5-11e8398b8403,4,fan_in,multiply,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
31362efe-b619-4718-9201-99cd47a8295f,3,linear_dependency,multiply,True,False,False,success,no tool call,no tool call,1,0,0,add,,,True,False,False,lost_after_E1
3171c089-3152-48db-90be-f576f555dfd6,3,independent_calls,find_nth_smallest,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,3,3,3,find_nth_smallest,find_nth_smallest,find_nth_smallest,False,False,False,stable_loss
31906924-317d-4b4d-a82e-8174e8c658fe,2,linear_dependency,remove_short_words,True,True,True,success,success,success,2,2,2,remove_short_words,remove_short_words,remove_short_words,True,True,True,stable_win
31ad35eb-a8a3-4995-b003-7e92b8bb0375,3,linear_dependency,multiply,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
31dd3632-50ae-4e80-995a-5392138ec4fa,2,linear_dependency,divide,True,True,True,success,success,success,2,2,2,divide,divide,divide,True,True,True,stable_win
31f07d8f-242f-4bae-b93d-47dab6a7f7f3,3,linear_dependency,divide,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
320629df-4548-4c22-984d-6ca08f47f331,4,linear_dependency,multiply,True,True,True,success,success,success,2,2,2,divide,divide,divide,True,True,True,stable_win
325ca0e4-f4f2-4f1e-bf66-8d362f0a2b95,3,linear_dependency,multiply,True,True,True,success,success,success,1,1,3,divide,divide,multiply,True,True,True,stable_win
32881593-1d74-40fd-9d4e-9ea812030a17,5,long_chain,divide,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,1,1,1,divide,divide,divide,False,False,False,stable_loss
329e3bee-90fb-459b-a240-ccb5696525d5,4,linear_dependency,divide,True,True,True,success,success,success,1,1,1,remainder,remainder,remainder,True,True,True,stable_win
33022899-8e8c-4e1b-8a76-0ed698453c77,16,long_chain,divide,False,False,False,"correct keys, wrong argument values",wrong tool,parse/format error,6,5,2,divide,multiply,divide,True,True,True,stable_loss
333ae580-8cb9-42b0-af5a-eb2db01a9998,6,long_chain,divide,False,False,False,no tool call,no tool call,no tool call,0,0,0,,,,False,False,False,stable_loss
3340816b-d199-413a-b892-e346e5be6fc5,7,long_chain,multiply,True,True,True,success,success,success,7,7,7,divide,divide,divide,True,True,True,stable_win
335daef0-edbe-4bb7-ae22-e68e0d60c81d,5,long_chain,divide,True,False,True,success,wrong tool,success,1,1,1,multiply,divide,divide,True,True,True,lost_E1_regained_E2
337b5e4f-294a-41e2-af72-79dcbf1fccde,7,long_chain,divide,False,True,True,wrong tool,success,success,2,3,3,multiply,multiply,multiply,True,True,True,gained_E1_kept_E2
338fc6ec-f0b9-4659-8fad-cffa199b9b14,4,linear_dependency,divide,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
33911fb8-f9fc-479d-b24d-c2cfb004cc29,7,long_chain,add,True,True,True,success,success,success,4,4,4,add,add,add,True,True,True,stable_win
33a9175f-a6b5-482a-b954-749f5bcbe4e1,2,linear_dependency,complement_dna_sequence,False,False,False,"correct tool, wrong argument keys","correct tool, wrong argument keys","correct tool, wrong argument keys",2,2,2,complement_dna_sequence,complement_dna_sequence,complement_dna_sequence,True,True,True,stable_loss
33c1c532-92ed-4ba0-bf3e-28d4b1ff77e6,4,linear_dependency,divide,True,True,True,success,success,success,4,4,4,divide,multiply,multiply,True,True,True,stable_win
33d33356-6596-4d0d-b729-f834c0d2e5b2,4,fan_in,divide,False,False,False,no tool call,no tool call,no tool call,0,0,0,,,,False,False,False,stable_loss
33e81b7e-bc37-43a9-8b7f-335f3a168bdd,6,long_chain,multiply,True,True,True,success,success,success,3,3,3,multiply,multiply,multiply,True,True,True,stable_win
33f5c179-795e-49bf-9388-2b28a291fc1c,7,long_chain,multiply,True,True,True,success,success,success,5,1,5,subtract,multiply,subtract,True,True,True,stable_win
34549c3b-6a32-444a-8b7a-56b6f484baeb,3,linear_dependency,multiply,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,1,1,1,multiply,multiply,multiply,False,False,False,stable_loss
34695a71-75a7-4f34-9c31-9e1fec14735c,3,linear_dependency,multiply,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
3475e2a0-0486-4e6f-8a45-367aec1840a6,2,linear_dependency,html_entities,True,True,True,success,success,success,2,2,2,html_entities,html_entities,html_entities,True,True,True,stable_win
347c7db8-a17c-41d4-b273-6e48d58726c3,12,long_chain,subtract,True,False,True,success,parse/format error,success,3,2,3,divide,divide,divide,True,True,True,lost_E1_regained_E2
3481e153-2b15-4af0-ab73-b7785bfd7d77,7,long_chain,subtract,False,False,True,"correct keys, wrong argument values","correct keys, wrong argument values",success,4,3,3,multiply,multiply,multiply,True,True,True,gained_after_E2_only
350061df-93df-43db-87e8-91a9f78dab00,3,independent_calls,group_random_subsets,False,False,False,executable trajectory ending wrong result,executable trajectory ending wrong result,executable trajectory ending wrong result,3,3,4,group_random_subsets,group_random_subsets,group_random_subsets,False,False,False,stable_loss
35790603-7df1-491c-84e1-9a27f4fc5717,3,linear_dependency,multiply,False,True,True,executable trajectory ending wrong result,success,success,2,3,3,subtract,multiply,multiply,False,True,True,gained_E1_kept_E2
35adf4ad-dada-47dd-8c92-1af9100d6a8a,5,long_chain,add,True,False,False,success,"correct keys, wrong argument values","correct keys, wrong argument values",4,3,3,power,power,power,True,True,True,lost_after_E1
35e5e6c5-b079-45ed-a693-0a5eadbbb9a6,9,long_chain,divide,True,False,False,success,"correct keys, wrong argument values","correct keys, wrong argument values",3,4,5,add,add,add,True,True,True,lost_after_E1
35fc7be7-e78c-4c96-9cf6-a78a9b542ffe,4,linear_dependency,multiply,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
368861a1-8382-4f9e-8574-1f9d7ad05f3e,2,linear_dependency,add,False,False,False,wrong tool,no tool call,"correct keys, wrong argument values",1,0,1,multiply,,power,True,False,True,stable_loss
368e77a6-d8f8-472b-bfc7-0265927738f4,4,fan_in,multiply,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
36ac0316-5e89-40e1-b85a-3dfc02daf78e,8,long_chain,subtract,True,True,True,success,success,success,5,5,5,divide,divide,divide,True,True,True,stable_win
36ba10c3-3023-4b26-b449-84787b535d77,4,fan_in,add,True,True,False,success,success,wrong tool,5,5,4,divide,divide,divide,True,True,True,gained_E1_lost_E2
36ca2d63-b8cc-4a06-ad2b-4748ad224234,3,fan_in,add,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
370cba6c-f86f-4d80-a269-2c26578acd1a,4,fan_in,divide,True,True,True,success,success,success,1,1,1,divide,divide,divide,True,True,True,stable_win
37adb916-6994-4e12-83d0-999ca1125b7b,2,linear_dependency,divide,True,True,True,success,success,success,1,1,1,power,power,power,True,True,True,stable_win
37f1e206-b1e1-43bd-a848-867f8d1031bd,3,linear_dependency,divide,True,False,True,success,executable trajectory ending wrong result,success,2,2,2,multiply,multiply,multiply,True,False,True,lost_E1_regained_E2
3822b257-b99e-47cd-8dca-51a8dee5f7a0,3,fan_in,add,True,True,True,success,success,success,2,2,2,add,add,add,True,True,True,stable_win
3822da6f-8812-4ec2-bf79-951f31b9f73b,6,long_chain,multiply,True,True,True,success,success,success,4,4,4,multiply,multiply,multiply,True,True,True,stable_win
383d4437-b8f5-42dc-b2f9-ccb05d1c595d,2,linear_dependency,add,False,False,False,no tool call,no tool call,no tool call,0,0,0,,,,False,False,False,stable_loss
3852a507-9aaf-4a0d-ae62-4150024eeacd,2,linear_dependency,divide,False,False,False,no tool call,no tool call,wrong tool,0,0,1,,,power,False,False,True,stable_loss
38649301-8551-47e5-adbb-d4323b844d6f,2,linear_dependency,find_index_and_value,False,False,False,"correct trajectory, wrong final answer","correct trajectory, wrong final answer","correct trajectory, wrong final answer",2,2,2,find_index_and_value,find_index_and_value,find_index_and_value,True,True,True,stable_loss
38932f99-db04-4f81-bf1f-e9e0f7aaf01d,10,long_chain,add,False,False,False,"correct keys, wrong argument values","correct keys, wrong argument values","correct keys, wrong argument values",6,6,6,multiply,multiply,multiply,True,True,True,stable_loss
38965f67-20ba-4909-937a-757b25510a8a,2,linear_dependency,convert_string_to_array,False,False,False,wrong tool,wrong tool,wrong tool,1,1,1,convert_string_to_array,convert_string_to_array,convert_string_to_array,True,True,True,stable_loss
38a3bea2-2d38-446f-a832-ee059daf9a1b,3,linear_dependency,divide,True,False,False,success,"correct keys, wrong argument values","correct tool, wrong argument keys",3,4,3,multiply,multiply,multiply,True,True,True,lost_after_E1
38c424e0-0880-4e33-b18c-b363b98246a7,2,linear_dependency,random_string,False,False,False,"correct tool, wrong argument keys","correct tool, wrong argument keys","correct tool, wrong argument keys",2,2,2,random_string,random_string,random_string,True,True,True,stable_loss
38e7c22f-c209-4f49-8bbd-08bc3cb08203,3,linear_dependency,multiply,True,False,False,success,no tool call,wrong tool,2,0,3,subtract,,multiply,True,False,True,lost_after_E1
39e1f5be-576f-403d-8f7b-ef01175e7ca8,4,fan_in,add,False,False,False,wrong tool,wrong tool,wrong tool,2,2,2,multiply,multiply,multiply,True,True,True,stable_loss
3a0c7311-7422-4362-ada9-f84f98a583c5,8,long_chain,add,False,False,False,parse/format error,parse/format error,parse/format error,0,1,0,,subtract,,False,True,False,stable_loss
3a2fdfbc-329b-4b04-b317-cda4487ec394,4,fan_in,add,False,False,False,wrong tool,"correct keys, wrong argument values","correct keys, wrong argument values",4,3,2,divide,divide,divide,True,True,True,stable_loss
3a4b7b77-f0a1-4537-8623-432023f545bb,3,linear_dependency,divide,False,False,False,"correct tool, wrong argument keys","correct tool, wrong argument keys","correct tool, wrong argument keys",3,3,3,multiply,multiply,multiply,True,True,True,stable_loss
3aaa2cdc-81ad-454c-886c-8fb9438daa49,2,linear_dependency,add,True,True,True,success,success,success,2,2,2,add,add,add,True,True,True,stable_win
3aed2d1c-fbad-4bc5-a58b-802574f2b82d,2,linear_dependency,add_two_integers,True,True,True,success,success,success,2,2,2,add_two_integers,add_two_integers,add_two_integers,True,True,True,stable_win
3af4d6d6-e7a2-4297-bd51-4b85e5f54802,7,long_chain,divide,True,True,True,success,success,success,2,2,3,subtract,subtract,inverse,True,True,True,stable_win
3b447846-d4e4-44c7-b586-1b90517cd294,3,fan_in,multiply,False,False,False,wrong tool,wrong tool,wrong tool,4,4,4,add,add,add,True,True,True,stable_loss
3b44e446-fc1b-4dc5-b4c4-afc518030d4d,2,linear_dependency,add,False,False,False,no tool call,no tool call,no tool call,0,0,0,,,,False,False,False,stable_loss
3b98a2de-9a2c-46d8-8a0a-3bdb46a33559,4,linear_dependency,add,False,False,False,parse/format error,parse/format error,parse/format error,0,0,0,,,,False,False,False,stable_loss
3baf684d-f14a-4696-b90f-0191b1df884b,3,linear_dependency,divide,True,True,True,success,success,success,4,3,3,divide,divide,divide,True,True,True,stable_win
3befaa8e-013b-4a4f-8f66-d8bbba8b3791,2,linear_dependency,split_on_camel_case,False,False,False,"correct tool, wrong argument keys","correct tool, wrong argument keys","correct tool, wrong argument keys",2,2,2,split_on_camel_case,split_on_camel_case,split_on_camel_case,True,True,True,stable_loss
3bfe52e7-e20f-4637-93ed-e7473c8cd9df,2,linear_dependency,replace_hyphens,False,False,False,"correct trajectory, wrong final answer","correct trajectory, wrong final answer","correct trajectory, wrong final answer",2,2,2,replace_hyphens,replace_hyphens,replace_hyphens,True,True,True,stable_loss
3c1b98ef-460b-4994-ae8f-d3b788e6cfa1,9,long_chain,multiply,True,True,True,success,success,success,5,5,5,lcm,lcm,lcm,True,True,True,stable_win
3ca6bc7f-564f-40d0-ac57-c818298f26d5,2,linear_dependency,select_first_and_last,True,True,True,success,success,success,2,2,2,select_first_and_last,select_first_and_last,select_first_and_last,True,True,True,stable_win
3cb26c3f-a9f2-4d42-9642-6fca4ad38a7d,3,linear_dependency,calculate_stack_name,False,False,False,"correct keys, wrong argument values","correct keys, wrong argument values","correct keys, wrong argument values",2,2,2,replace_first_star,replace_first_star,replace_first_star,True,True,True,stable_loss
3cc3e39a-2b49-46d2-b86b-0d6fbf619d6c,3,linear_dependency,multiply,False,False,False,no tool call,no tool call,no tool call,0,0,0,,,,False,False,False,stable_loss
3cc89b1c-5cbd-45ca-a67f-1e724ad20220,8,long_chain,divide,True,True,True,success,success,success,2,2,2,multiply,multiply,multiply,True,True,True,stable_win
3ccace7a-6877-4cc6-8438-0bf44727d832,2,linear_dependency,power,True,True,True,success,success,success,2,2,2,power,power,power,True,True,True,stable_win
3ccc5de6-a0ef-4ef2-90b5-bd9bbf562ec1,4,fan_in,divide,False,False,False,wrong tool,wrong tool,wrong tool,1,1,1,divide,divide,divide,True,True,True,stable_loss
3ce5345e-4092-4319-9ace-4538e4c1d75c,2,linear_dependency,add,True,True,True,success,success,success,2,2,2,add,add,add,True,True,True,stable_win
3cf3dbc8-516f-4a4b-b6f0-fe69ca806725,6,long_chain,divide,True,True,True,success,success,success,1,3,3,divide,add,add,True,True,True,stable_win
